LCLAS_NM,MLSFC_NM,RPRSNT_RAWMTRL_NM,RAWMTRL_NCKNM,ENG_NM,SCNM,REGN_CD_NM,RAWMTRL_STATS_CD_NM,USE_CND_NM
식품원료(A코드),식물,가는잎개별꽃잎,가는개별꽃,Narrow-leaf false-starwort,Pseudostellaria sylvatica (Maxim.) Pax ex Pax & Hoffm / Krascheninikovia sylvatica Maxim. / Stellaria sylvatica (Maxim.) Regel,잎,,사용가능부위 : 잎
식품원료(A코드),식물,가는잎미선콩씨앗,블루루핀,Blue Lupin,Lupinus angustifolius L.,씨앗,,"제한적사용가능부위 : 씨앗, Phomopsins 5㎍,kg이하, Lupin alkaloids 200mg,kg이하"
식품원료(A코드),식물,가는잎소리쟁이순, ,Narrow-leaf dock,Rumex stenophyllus Ledeb. / Rumex biformis (Menyh.) Borbas / Rumex crispus var. dentatus Schur,순,,사용가능부위 : 순
식품원료(A코드),식물,가는잎음나무잎,가는잎엄나무,Narrow-leaf prickly castor oil tree,Kalopanax septemlobus var. maximowiczi (VanHoutte) Hand. -Mazz. / Acanthopanax ricinifolius var. maximowiczi (VanHoutte) Schneid ,잎,,사용가능부위 : 잎
식품원료(A코드),식물,가는잎음나무뿌리,가는잎엄나무,Narrow-leaf prickly castor oil tree,"Kalopanax septemlobus var. maximowiczi (VanHoutte) Hand. -Mazz., Acanthopanax ricinifolius var. maximowiczi (VanHoutte) Schneid",뿌리,,사용가능부위 : 잎
식품원료(A코드),식물,가는줄돌쩌귀덩이뿌리,,,Aconitum volubilw Pallas.,덩이뿌리,,
식품원료(A코드),식물,가는참나물순, ,Korean pimpinella,Pimpinella koreana (Yabe) Nakai / Spuriopimpinella koreana (Yabe) Kitag,순,,사용가능부위 : 순
식품원료(A코드),식물,가는층층잔대뿌리, ,Narrow whorled-leaf ladybell,Adenophora verticillata var. angustifolia Regel / Adenophora radiatifolia var. angustifolia Nakai / Adenophora thunbergiana f. lancifolia Hara,뿌리,,"사용가능부위 : 뿌리, 순"
식품원료(A코드),식물,가는층층잔대순, ,Narrow whorled-leaf ladybell,Adenophora verticillata var. angustifolia Regel / Adenophora radiatifolia var. angustifolia Nakai / Adenophora thunbergiana f. lancifolia Hara,순,,"사용가능부위 : 뿌리, 순"
식품원료(A코드),식물,가락지나물순,쇠스랑개비,Anemone cinquefoil,Potentilla anemonefolia Lehm. / Potentilla kleiniana subsp. anemonefolia (Lehm.) Murata / Potentilla kleiniana var. anemonefolia (Lehm.) Nakai,순,,사용가능부위 : 순
식품원료(A코드),식물,가래나무수액,가래추나무,Manchurian walnut,"Juglans mandshurica Maxim. , Juglans cathayensis Dode , Juglans cathayensis var. formosana (Hayata) A.M.Lu & R.H.Chang",수액,,사용가능부위 : 씨앗(껍질 제외)
식품원료(A코드),식물,가래나무씨앗(껍질제외),가래추나무,Manchurian walnut,Juglans mandshurica Maxim. / Juglans cathayensis Dode / Juglans cathayensis var. formosana (Hayata) A.M.Lu & R.H.Chang ,씨앗(껍질제외),,사용가능부위 : 씨앗(껍질제외)
식품원료(A코드),식물,가막사리잎,가막살,Three-lobe beggartick,Bidens tripartita L. / Bidens modiflora L.,잎,,사용가능부위 : 잎
식품원료(A코드),식물,가막사리순,가막살,Three-lobe beggartick,Bidens tripartita L. / Bidens modiflora L.,순,,사용가능부위 : 잎
식품원료(A코드),식물,가새잎산사열매,"가새잎산사나무, 가위나무",Dissected-leaf mountain hawthorn,Crataegus pinnatifida var. partita Nakai ex T.H.Chung,열매,,사용가능부위 : 열매
식품원료(A코드),식물,가시딸기열매,섬가시딸기,Hongno orange raspberry,Rubus hongnoensis Nakai,열매,,사용가능부위 : 열매
식품원료(A코드),식물,가시말불버섯자실체,,,Lycoperdon echinatum Pers,자실체,,사용가능부위 : 자실체
식품원료(A코드),식물,가시복분자딸기열매,가시복분자,Hongno orange raspberry,Rubus schizostylus Lev.,열매,,사용가능부위 : 열매
식품원료(A코드),식물,가시엉겅퀴순, ,Spined Japanese thistle,Cirsium japonicum var. spinossimum Kitam / Cirsium maackii var. nakaii (Lev.) Nakai ex Mori / Cirsium maackii var. spinosossimum Kitam.,순,,사용가능부위 : 순
식품원료(A코드),식물,가시여지,그라비올라,"Soursop, Guanabana",Annona muricata L.,-,,"제한적사용가능부위 : 가지, 잎"
식품원료(A코드),식물,가시여지주스,그라비올라,"Soursop, Guanabana",Annona muricata L.,-,,"제한적사용가능부위 : 가지, 잎"
식품원료(A코드),식물,건조가시여지잎,그라비올라,"Soursop, Guanabana",Annona muricata L.,-,,"제한적사용가능부위 : 가지, 잎"
식품원료(A코드),식물,가시여지농축,그라비올라,"Soursop, Guanabana",Annona muricata L.,-,,"제한적사용가능부위 : 가지, 잎"
식품원료(A코드),식물,가시여지농축액,그라비올라,"Soursop, Guanabana",Annona muricata L.,-,,"제한적사용가능부위 : 가지, 잎"
식품원료(A코드),식물,가시여지열매,그라비올라,"Soursop, Guanabana",Annona muricata L.,열매,,사용가능부위 : 열매
식품원료(A코드),식물,가시여지열매분말,그라비올라,"Soursop, Guanabana",Annona muricata L.,열매,,사용가능부위 : 열매
식품원료(A코드),식물,가시여지퓌레,그라비올라,"Soursop, Guanabana",Annona muricata L.,열매,,사용가능부위 : 열매
식품원료(A코드),식물,가시여지잎,그라비올라,"Soursop, Guanabana",Annona muricata L.,잎,,"제한적사용가능부위 : 가지, 잎"
식품원료(A코드),식물,가시여지잎분말,그라비올라,"Soursop, Guanabana",Annona muricata L.,잎,,"제한적사용가능부위 : 가지, 잎"
식품원료(A코드),식물,가시여지잎추출고형분,그라비올라,"Soursop, Guanabana",Annona muricata L.,잎,,"제한적사용가능부위 : 가지, 잎"
식품원료(A코드),식물,가시여지껍질농축액,그라비올라,"Soursop, Guanabana",Annona muricata L.,가지껍질,,"제한적사용가능부위 : 가지, 잎"
식품원료(A코드),식물,가시연꽃추출물,"가시연, 감실","Gorgon, Prickly Water Lily",Euryale ferox Salisb.,-,,"사용가능부위 : 열매, 씨앗※(검인)"
식품원료(A코드),식물,가시연꽃열매,"가시연, 감실","Gorgon, Prickly Water Lily",Euryale ferox Salisb.,열매,,"사용가능부위 : 열매, 씨앗※(검인)"
식품원료(A코드),식물,가시연꽃씨앗,"가시연, 감실","Gorgon, Prickly Water Lily",Euryale ferox Salisb.,씨앗,,"사용가능부위 : 열매, 씨앗※(검인)"
식품원료(A코드),식물,가시오갈피분말,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피액,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피엑기스,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피엑기스분말,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피농축분말,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피농축액,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피발효액,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,발효가시오갈피농축고형분,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피발효추출물,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피추출물분말,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피추출고형분,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피추출액,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피추출농축분,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피추출농축액,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,-,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피열매,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,열매,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피잎,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,잎,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피줄기,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,줄기,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피뿌리,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피뿌리추출물,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,뿌리,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순"
식품원료(A코드),식물,가시오갈피순,가시오가피,Devils bush,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,순,,"사용가능부위 : 뿌리, 줄기, 잎, 열매, 순 "
식품원료(A코드),식물,가야단풍취잎,좀단풍취,Shallow maple-leaf ainsliaea,Ainsliaea acerifolia var. subapoda Nakai / Ainsliaea acerifolia var. affinis Kitam.,잎,,사용가능부위 : 잎
식품원료(A코드),식물,가자,"가리륵, 가려륵, 가려","Indian Gall Nut, Haritaki, Hardh, Har","Terminalia chebula Retz, Terminalia reticulata , Terminaliae fructus",전체,,
식품원료(A코드),식물,가죽나무잎,가중나무,"Tree-of-heaven, Copal Tree, Varnish Tree",Ailanthus altissima (Mill.) Swingle / Ailanthus cacoendron Schinz & Thell. / Ailanthus glandulosa Desf.,잎,,사용가능부위 : 잎
식품원료(A코드),식물,가죽나무나무껍질,가중나무,"Tree-of-heaven, Copal Tree, Varnish Tree","Ailanthus altissima (Mill.) Swingle , Ailanthus cacoendron Schinz & Thell. , Ailanthus glandulosa Desf.",나무껍질,,사용가능부위 : 잎
식품원료(A코드),식물,가죽나무뿌리껍질,가중나무,"Tree-of-heaven, Copal Tree, Varnish Tree","Ailanthus altissima (Mill.) Swingle , Ailanthus cacoendron Schinz & Thell. , Ailanthus glandulosa Desf.",뿌리껍질,,사용가능부위 : 잎
식품원료(A코드),식물,가지, ,Egg plant,Solanum melongena L. / Solanum esculentum / Solanum melongena var. esculentum,-,,사용가능부위 : 열매
식품원료(A코드),식물,가지분말, ,Egg plant,Solanum melongena L. / Solanum esculentum / Solanum melongena var. esculentum,-,,사용가능부위 : 열매
식품원료(A코드),식물,건가지, ,Egg plant,Solanum melongena L. / Solanum esculentum / Solanum melongena var. esculentum,-,,사용가능부위 : 열매
식품원료(A코드),식물,볶은가지, ,Egg plant,Solanum melongena L. / Solanum esculentum / Solanum melongena var. esculentum,-,,사용가능부위 : 열매
식품원료(A코드),식물,가지추출분말, ,Egg plant,Solanum melongena L. / Solanum esculentum / Solanum melongena var. esculentum,-,,사용가능부위 : 열매
식품원료(A코드),식물,가지열매, ,Egg plant,Solanum melongena L. / Solanum esculentum / Solanum melongena var. esculentum,열매,,사용가능부위 : 열매
식품원료(A코드),식물,가지추출액, ,Egg plant,Solanum melongena L. / Solanum esculentum / Solanum melongena var. esculentum,열매,,사용가능부위 : 열매
식품원료(A코드),식물,가지껍질, ,Egg plant,Solanum melongena L. / Solanum esculentum / Solanum melongena var. esculentum,껍질,,사용가능부위 : 열매
식품원료(A코드),식물,가지금불초잎,가는금불초,Branching British yellowhead,Inula britannica var. ramosa Kom / Inula britannica var. linariifolia (Turcz.) Regel,잎,,사용가능부위 : 잎
식품원료(A코드),식물,가지꼭두서니잎, ,Six-leaf madder,Rubia hexaphylla (Makino) Makino / Rubia cordifolia subsp. hexaphylla (Makino) Kitag. / Rubia cordifolia var. hexaphylla Makino,잎,,사용가능부위 : 잎
식품원료(A코드),식물,각시개서실,각시서실,,Chondria dasyphylla,전체,,사용가능부위 : 전체
식품원료(A코드),식물,각시괴불나무열매,"산아귀꽃나무, 산괴불나무",Caroline Honeysuckle,Lonicera chrysantha Turcz. ex Ledeb.,열매,,사용가능부위 : 열매
식품원료(A코드),식물,각시둥굴레잎,"애기둥글레, 한라각시둥굴레",Dwarf solomon’s seal,Polygonatum humile Fisch. ex. Maxim,잎,,"사용가능부위 : 잎, 줄기, 뿌리줄기"
식품원료(A코드),식물,각시둥굴레줄기,"애기둥글레, 한라각시둥굴레",Dwarf solomon’s seal,Polygonatum humile Fisch. ex. Maxim,줄기,,"사용가능부위 : 잎, 줄기, 뿌리줄기"
식품원료(A코드),식물,각시둥굴레뿌리줄기,"애기둥글레, 한라각시둥굴레",Dwarf solomon’s seal,Polygonatum humile Fisch. ex. Maxim,뿌리줄기,,"사용가능부위 : 잎, 줄기, 뿌리줄기"
식품원료(A코드),식물,각시마뿌리줄기,애기마,Sweet mountain yam,Dioscorea tenuipes Franch. & Sav.,뿌리줄기,,사용가능부위 : 뿌리줄기
식품원료(A코드),식물,각시서덜취순,"톱날분취, 화살서덜취",Serrate-leaf saussurea,Saussurea macrolepis (Nakai) Kitam,순,,사용가능부위 : 순
식품원료(A코드),식물,각시원추리어린잎,,Dumortiers daylily,Hemerocallis dumortieri Morren,어린잎,,사용가능부위 : 어린잎
식품원료(A코드),식물,각시원추리순,,Dumortiers daylily,Hemerocallis dumortieri Morren,순,,사용가능부위 : 어린잎
식품원료(A코드),식물,각시취잎,"가는각시취, 고려솜나물, 나래솜나물, 나래취",Maiden sawwort,Saussurea pulchella (Fisch.) Fisch,잎,,사용가능부위 : 잎
식품원료(A코드),식물,각시취순,"가는각시취, 고려솜나물, 나래솜나물, 나래취",Maiden sawwort,Saussurea pulchella (Fisch.) Fisch,순,,사용가능부위 : 잎
식품원료(A코드),식물,각시투구꽃,"산투구꽃,  꼬마돌쩌귀,  단화오두,  고산오두",,Aconitum monanthum Nakai.,전체,,
식품원료(A코드),식물,갈고리가시우무,,,Hypnea japonica,-,,사용가능부위 : 전체
식품원료(A코드),식물,갈대,,Common reed,Phragmites communis Trin.,-,,"사용가능부위 : 뿌리줄기※(노근), 순"
식품원료(A코드),식물,갈대분말,,Common reed,Phragmites communis Trin.,-,,"사용가능부위 : 뿌리줄기※(노근), 순"
식품원료(A코드),식물,갈대추출액,,Common reed,Phragmites communis Trin.,-,,"사용가능부위 : 뿌리줄기※(노근), 순"
식품원료(A코드),식물,갈대뿌리줄기,,Common reed,Phragmites communis Trin.,뿌리줄기,,"사용가능부위 : 뿌리줄기※(노근), 순"
식품원료(A코드),식물,갈대뿌리줄기고형분,,Common reed,Phragmites communis Trin.,뿌리줄기,,"사용가능부위 : 뿌리줄기※(노근), 순"
식품원료(A코드),식물,갈대뿌리줄기분말,,Common reed,Phragmites communis Trin.,뿌리줄기,,"사용가능부위 : 뿌리줄기※(노근), 순"
식품원료(A코드),식물,갈대뿌리줄기추출분말,,Common reed,Phragmites communis Trin.,뿌리줄기,,"사용가능부위 : 뿌리줄기※(노근), 순"
식품원료(A코드),식물,갈대뿌리줄기추출액,,Common reed,Phragmites communis Trin.,뿌리줄기,,"사용가능부위 : 뿌리줄기※(노근), 순"
식품원료(A코드),식물,갈대순,,Common reed,Phragmites communis Trin.,순,,"사용가능부위 : 뿌리줄기※(노근), 순"
식품원료(A코드),식물,갈매나무,참갈매나무,Buckthorn,Rhamnus davurica Pall.,전체,,
식품원료(A코드),식물,갈매보리수나무,비타민나무,Sea buckthorn,Hippophae rhamnoides L.,-,,"사용가능부위 : 열매(씨앗제외), 잎"
식품원료(A코드),식물,갈매보리수나무분말,비타민나무,Sea buckthorn,Hippophae rhamnoides L.,-,,"사용가능부위 : 열매(씨앗제외), 잎"
식품원료(A코드),식물,갈매보리수나무추출물,비타민나무,Sea buckthorn,Hippophae rhamnoides L.,-,,"사용가능부위 : 열매(씨앗제외), 잎"
식품원료(A코드),식물,갈매보리수나무열매,비타민나무,Sea buckthorn,Hippophae rhamnoides L.,열매,,"사용가능부위 : 열매(씨앗제외), 잎"
식품원료(A코드),식물,갈매보리수나무열매분말,비타민나무,Sea buckthorn,Hippophae rhamnoides L.,열매,,"사용가능부위 : 열매(씨앗제외), 잎"
식품원료(A코드),식물,갈매보리수나무열매오일,비타민나무,Sea buckthorn,Hippophae rhamnoides L.,열매,,"사용가능부위 : 열매(씨앗제외), 잎"
식품원료(A코드),식물,갈매보리수나무열매주스,비타민나무,Sea buckthorn,Hippophae rhamnoides L.,열매,,"사용가능부위 : 열매(씨앗제외), 잎"
식품원료(A코드),식물,갈매보리수나무열매발효추출물,비타민나무,Sea buckthorn,Hippophae rhamnoides L.,열매,,"사용가능부위 : 열매(씨앗제외), 잎"
식품원료(A코드),식물,갈매보리수나무열매추출분말,비타민나무,Sea buckthorn,Hippophae rhamnoides L.,열매,,"사용가능부위 : 열매(씨앗제외), 잎"
식품원료(A코드),식물,갈매보리수나무열매추출물,비타민나무,Sea buckthorn,Hippophae rhamnoides L.,열매,,"사용가능부위 : 열매(씨앗제외), 잎"
