LCLAS_NM,MLSFC_NM,RPRSNT_RAWMTRL_NM,RAWMTRL_NCKNM,ENG_NM,SCNM,REGN_CD_NM,RAWMTRL_STATS_CD_NM,USE_CND_NM
식품원료(A코드),축산물,깐메추리알,"메추라기, 메추라기알",Quails egg,Coturnix coturnix LINNAEUS,,,
식품원료(A코드),축산물,메추리알조림,"메추라기, 메추라기알",Quails egg,Coturnix coturnix LINNAEUS,,,
식품원료(A코드),축산물,메추리정육,"메추라기, 메추라기 고기",Quail,Coturnix coturnix LINNAEUS,,,
식품원료(A코드),축산물,당나귀추출물,,Equus asinus,EQUUS ASINUS,-,,
식품원료(A코드),축산물,당나귀고기,,Equus asinus,EQUUS ASINUS,어린싹,,
식품원료(A코드),축산물,당나귀식용부산물,,Equus asinus,EQUUS ASINUS,꽃꿀,,
식품원료(A코드),축산물,당나귀육골,,Equus asinus,EQUUS ASINUS,,,
식품원료(A코드),축산물,사슴추출액,,,,-,,
식품원료(A코드),축산물,사슴고기,"매화록, 마록(馬鹿), 대록(大鹿)  녹용: 대각, 가자, 용자춘 녹각교: 녹교,사슴고기 녹근: 사슴 힘줄 녹골: 사슴 뼈",,Cervus nippon,어린싹,,
식품원료(A코드),축산물,사슴식용부산물,"매화록, 마록(馬鹿), 대록(大鹿)  녹용: 대각, 가자, 용자춘 녹각교: 녹교,사슴고기 녹근: 사슴 힘줄 녹골: 사슴 뼈",,Cervus nippon,꽃꿀,,
식품원료(A코드),축산물,건조사슴식용부산물,"매화록, 마록(馬鹿), 대록(大鹿)  녹용: 대각, 가자, 용자춘 녹각교: 녹교,사슴고기 녹근: 사슴 힘줄 녹골: 사슴 뼈",,Cervus nippon,꽃꿀,,
식품원료(A코드),축산물,사슴식용부산물추출물,"매화록, 마록(馬鹿), 대록(大鹿)  녹용: 대각, 가자, 용자춘 녹각교: 녹교,사슴고기 녹근: 사슴 힘줄 녹골: 사슴 뼈",,Cervus nippon,꽃꿀,,
식품원료(A코드),축산물,사슴뼈,"매화록, 마록(馬鹿), 대록(大鹿)  녹용: 대각, 가자, 용자춘 녹각교: 녹교,사슴고기 녹근: 사슴 힘줄 녹골: 사슴 뼈",,Cervus nippon,,,
식품원료(A코드),축산물,사슴육골,"매화록, 마록(馬鹿), 대록(大鹿)  녹용: 대각, 가자, 용자춘 녹각교: 녹교,사슴고기 녹근: 사슴 힘줄 녹골: 사슴 뼈",,Cervus nippon,,,
식품원료(A코드),축산물,사슴정육,"매화록, 마록(馬鹿), 대록(大鹿)  녹용: 대각, 가자, 용자춘 녹각교: 녹교,사슴고기 녹근: 사슴 힘줄 녹골: 사슴 뼈",,Cervus nippon,,,
식품원료(A코드),축산물,사슴살,"매화록, 마록(馬鹿), 대록(大鹿)  녹용: 대각, 가자, 용자춘 녹각교: 녹교,사슴고기 녹근: 사슴 힘줄 녹골: 사슴 뼈",,Cervus nippon,,,
식품원료(A코드),축산물,산양고기,,Goat milk,OVIS ARES L.,어린싹,,
식품원료(A코드),축산물,산양유분말,,Goat milk,OVIS ARES L.,,,
식품원료(A코드),축산물,산양유,,Goat milk,OVIS ARES L.,,,
식품원료(A코드),축산물,산양식용부산물,,Goat milk,OVIS ARES L.,,,
식품원료(A코드),축산물,소,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,-,,
식품원료(A코드),축산물,소가루,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,-,,
식품원료(A코드),축산물,소단백,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,-,,
식품원료(A코드),축산물,양지효소분해액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,전체,,
식품원료(A코드),축산물,소간,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,지상부,,
식품원료(A코드),축산물,소갈비,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,포자,,
식품원료(A코드),축산물,소찜갈비,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,포자,,
식품원료(A코드),축산물,소갈비덧살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,균핵,,
식품원료(A코드),축산물,소갈비살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린순,,
식품원료(A코드),축산물,소고기,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기단백,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기엑기스,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기엑기스분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기오일,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기육수,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기페이스트,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기플레이크,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기육수분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기가수분해단백,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기가수분해단백질,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,건조소고기,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,건조소고기플레이크,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,구운소고기,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,구운소고기분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,구운소고기엑기스,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,냉동우육,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기농축분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기농축액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기농축엑기스,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기가수분해농축물,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,다진소고기,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기분해액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기조미분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기조미유,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기추출,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기추출분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기추출액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기추출페이스트,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기추출농축분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소고기추출농축액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,냉장우육,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린싹,,
식품원료(A코드),축산물,소곱창,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,죽순,,
식품원료(A코드),축산물,소꼬리,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소꼬리추출물,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소꽃갈비,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소꽃등심살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소꾸리살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소내장,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소내장육수,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소다리살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소도가니,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소도가니추출액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소대창,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소뒷사태,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소등갈비,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소등뼈,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소등심,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소마구리,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소막창,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소머리,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,수액,,
식품원료(A코드),축산물,소머리고기,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,죽력,,
식품원료(A코드),축산물,소머리뼈,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,즙액,,
식품원료(A코드),축산물,소목뼈,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,꽃봉오리,,
식품원료(A코드),축산물,소목심,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,꽃꿀,,
식품원료(A코드),축산물,소목심살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,꽃잎,,
식품원료(A코드),축산물,소무릎뼈,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,암술대,,
식품원료(A코드),축산물,소뭉치사태,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소족,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소방심,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소보섭살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소본갈비,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소부채덮개살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소부채살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소뼈,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소뼈분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소뼈엑기스,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소뼈엑기스분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소뼈오일,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소뼈육수,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소뼈농축분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소뼈농축액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소뼈추출액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소뼈추출농축액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,사골,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,사골분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,사골엑기스,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,사골엑기스분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,사골육수,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,사골농축액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,사골조미분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,사골추출분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,사골추출액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,사골농축엑기스,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,사골추출농축액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소사태,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소살치살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소삼각살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소상박살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
