식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,출처명,원산지국코드,수입여부,데이터생성방법명,원산지국명,원산지역명,데이터생성방법코드,데이터생성일자,생산·채취·포획월,데이터기준일자,제공기관코드,제공기관명
R209-027068801-0000,소고기_한우(1등급)_앞다리_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270688,앞다리,01,생것,100g,188,66.9,21.15,10.49,0.89,0,0,0,5,2.71,188,309,56,4,4,0,0.069,0.198,2.064,0.85,0,63,4.2,0.22,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027068901-0000,소고기_한우(1등급)_앞다리(꾸리살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270689,앞다리(꾸리살),01,생것,100g,157,70.3,20.61,7.43,0.94,0,0,0,6,2.98,186,310,58,2,2,0,0.091,0.189,2.146,1.07,0,62,3.07,0.15,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027069101-0000,소고기_한우(1등급)_채끝(채끝살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270691,채끝(채끝살),01,생것,100g,230,63.4,17.59,16.51,0.91,0,0,0,4,2.32,181,308,47,5,5,0,0.042,0.132,2.031,0.97,0,60,6.22,0.3,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027069201-0000,소고기_한우(1등급)_앞다리(부채살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270692,앞다리(부채살),01,생것,100g,253,60.2,20.7,17.64,0.75,0,0,0,5,2.44,156,256,58,6,6,0,0.052,0.173,1.963,0.63,0,69,6.69,0.34,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027069301-0000,소고기_한우(1등급)_앞다리(앞다리살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270693,앞다리(앞다리살),01,생것,100g,179,67.8,21.53,9.38,0.91,0,0,0,4,2.8,197,320,54,3,3,0,0.074,0.215,2.048,0.91,0,63,3.89,0.21,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027064001-0000,소고기_한우(1등급)_갈비(제비추리)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270640,갈비(제비추리),01,생것,100g,178,68.5,21.95,9.06,0.93,0,0,0,5,3.11,181,319,49,3,3,0,0.076,0.193,1.597,0.17,0,62,3.04,0.15,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027064101-0000,소고기_한우(1등급)_갈비(참갈비)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270641,갈비(참갈비),01,생것,100g,404,47.3,15.89,35.76,0.61,0,0,0,4,1.59,112,187,46,10,10,0,0.042,0.111,2.434,0.25,0,77,10.93,0.7,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027064201-0000,소고기_한우(1등급)_갈비(토시살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270642,갈비(토시살),01,생것,100g,271,60.2,19.63,20.02,0.83,0,0,0,3,3.21,159,258,46,5,5,0,0.06,0.348,2.065,0.25,0,67,7.92,0.39,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027064301-0000,소고기_한우(1등급)_등심(꽃등심살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270643,등심(꽃등심살),01,생것,100g,336,54.2,17.76,27.73,0.7,0,0,0,5,2.09,144,245,42,10,10,0,0.082,0.138,2.127,0.92,0,70,11.16,0.55,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027064401-0000,소고기_한우(1등급)_등심(살치살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270644,등심(살치살),01,생것,100g,319,55.9,16.68,26.39,0.74,0,0,0,3,2.54,144,232,47,10,10,0,0.058,0.162,1.676,0.98,0,72,8.89,0.44,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027064501-0000,소고기_한우(1등급)_등심(아래등심살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270645,등심(아래등심살),01,생것,100g,263,60.2,17.79,19.95,0.86,0,0,0,5,2.21,169,293,44,8,8,0,0.043,0.117,2.069,0.44,0,61,7.07,0.35,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027064601-0000,소고기_한우(1등급)_등심(윗등심살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270646,등심(윗등심살),01,생것,100g,309,55.9,20.05,23.89,0.74,0,0,0,6,2.22,142,244,51,8,8,0,0.055,0.137,1.906,0.48,0,70,9.36,0.5,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027064701-0000,소고기_한우(1등급)_사태(뒷사태)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270647,사태(뒷사태),01,생것,100g,161,71,22.93,6.84,0.97,0,0,0,5,2.81,180,311,67,2,2,0,0.048,0.176,1.829,0.48,0,64,2.13,0.11,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027064801-0000,소고기_한우(1등급)_사태(뭉치사태)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270648,사태(뭉치사태),01,생것,100g,147,71.3,24.04,4.86,1.02,0,0,0,5,2.84,204,338,57,1,1,0,0.06,0.187,1.911,0.7,0,57,1.86,0.09,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027064901-0000,소고기_한우(1등급)_사태(상박살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270649,사태(상박살),01,생것,100g,185,68.7,21.38,10.06,0.84,0,0,0,4,2.56,176,294,59,2,2,0,0.076,0.189,2.287,0.95,0,64,3.3,0.16,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027065001-0000,소고기_한우(1등급)_사태(아롱사태)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270650,사태(아롱사태),01,생것,100g,237,62.3,21.47,15.55,0.71,0,0,0,6,2.23,139,226,66,4,4,0,0.067,0.179,2.031,0.22,0,73,6.21,0.3,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027065101-0000,소고기_한우(1등급)_사태(앞사태)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270651,사태(앞사태),01,생것,100g,147,72.2,23.1,5.24,0.98,0,0,0,7,2.68,183,299,66,2,2,0,0.078,0.196,2.078,0.66,0,61,1.93,0.1,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027065201-0000,소고기_한우(1등급)_설도(도가니살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270652,설도(도가니살),01,생것,100g,163,70.1,20.37,8.14,1,0,0,0,5,2.67,206,343,52,3,3,0,0.052,0.17,2.552,0.29,0,63,3.36,0.16,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027065301-0000,소고기_한우(1등급)_설도(삼각살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270653,설도(삼각살),01,생것,100g,225,64.4,21.01,14.52,0.94,0,0,0,5,2.52,186,310,49,4,4,0,0.072,0.133,2.255,0.4,0,60,5.8,0.31,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027065401-0000,소고기_한우(1등급)_설도(설깃머리살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270654,설도(설깃머리살),01,생것,100g,197,66.6,20.22,11.84,0.97,0,0,0,5,3.21,203,313,50,3,3,0,0.077,0.235,2.345,0.78,0,66,3.88,0.21,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027065501-0000,소고기_한우(1등급)_앞다리(갈비덧살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270655,앞다리(갈비덧살),01,생것,100g,187,66.9,20.39,10.73,0.92,0,0,0,5,2.46,197,334,50,5,5,0,0.059,0.162,2.207,0.38,0,58,3.93,0.21,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027065601-0000,소고기_한우(1등급)_앞다리(부채덮개살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270656,앞다리(부채덮개살),01,생것,100g,150,70.3,21.39,6.34,1.02,0,0,0,6,2.7,193,327,68,2,2,0,0.059,0.199,2.107,1.1,0,55,2.74,0.13,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027051901-0000,소고기_한우(3등급)_양지(양지머리)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902705,한우(3등급),090270519,양지(양지머리),01,생것,100g,104,75.8,21.4,1.5,1.4,0,,,,,180,173,125,11,11,0,0.07,0.21,1.2,,,,,,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027052001-0000,소고기_한우(3등급)_양지(업진살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902705,한우(3등급),090270520,양지(업진살),01,생것,100g,111,74.8,21.7,2.1,1.5,0,,,,,190,322,86,14,14,0,0.07,0.23,1.5,,,,,,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027058301-0000,소고기_한우(3등급)_등심_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902705,한우(3등급),090270583,등심,01,생것,100g,117,74.6,21.3,2.9,1.2,0,,,,,186,327,49,10,10,0,0.14,0.29,1.2,,,,,,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027058401-0000,소고기_한우(3등급)_목심(목심살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902705,한우(3등급),090270584,목심(목심살),01,생것,100g,102,75.9,21.4,1.2,1.5,0,,,,,179,285,69,4,4,0,0.1,0.23,1.3,,,,,,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027058901-0000,소고기_한우(3등급)_앞다리(꾸리살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902705,한우(3등급),090270589,앞다리(꾸리살),01,생것,100g,102,75.8,21.5,1.2,1.6,0,,,,,182,301,77,10,10,0,0.09,0.3,1.2,,,,,,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027059101-0000,소고기_한우(3등급)_채끝(채끝살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902705,한우(3등급),090270591,채끝(채끝살),01,생것,100g,113,74.4,22.4,2,1.3,0,,,,,196,342,62,3,3,0,0.08,0.27,1.3,,,,,,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027061301-0000,소고기_한우(1등급)_설도_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270613,설도,01,생것,100g,183,67.7,20.98,10.06,0.97,0,0,0,5,2.72,201,326,51,3,3,0,0.063,0.168,2.416,0.44,0,65,3.89,0.2,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027061401-0000,소고기_한우(1등급)_설도(보섭살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270614,설도(보섭살),01,생것,100g,163,69,21.75,7.57,1,0,0,0,5,2.99,209,337,49,2,2,0,0.057,0.139,2.428,0.51,0,62,3.28,0.16,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027061501-0000,소고기_한우(1등급)_설도(설깃살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270615,설도(설깃살),01,생것,100g,204,65.8,21.09,12.22,0.94,0,0,0,5,2.43,192,310,51,3,3,0,0.072,0.176,2.349,0.4,0,71,4.45,0.24,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027061601-0000,소고기_한우(1등급)_우둔(우둔살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270616,우둔(우둔살),01,생것,100g,166,69,23.08,7.29,0.96,0,0,0,5,2.67,198,327,51,3,3,0,0.094,0.172,2.973,0.22,0,58,3.05,0.14,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027061701-0000,소고기_한우(1등급)_우둔(홍두깨살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270617,우둔(홍두깨살),01,생것,100g,146,71.4,22.66,5.38,1.04,0,0,0,5,2.21,211,367,46,2,2,0,0.091,0.18,3.071,0.54,0,52,2.2,0.11,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027061801-0000,소고기_한우(1등급)_양지_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270618,양지,01,생것,100g,248,62.3,20.21,17.27,0.84,0,0,0,5,2.15,173,293,58,5,5,0,0.046,0.15,2.149,0.58,0,67,5.66,0.31,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027061901-0000,소고기_한우(1등급)_양지(양지머리)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270619,양지(양지머리),01,생것,100g,198,67.2,21.16,11.55,0.89,0,0,0,5,2.52,192,316,57,3,3,0,0.055,0.173,2.038,0.63,0,62,3.9,0.2,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027062001-0000,소고기_한우(1등급)_양지(업진살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270620,양지(업진살),01,생것,100g,291,57.6,19.34,22.22,0.84,0,0,0,5,2.04,159,282,55,6,6,0,0.034,0.133,1.608,0.41,0,72,6.59,0.37,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027063701-0000,소고기_한우(1등급)_갈비(꽃갈비)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270637,갈비(꽃갈비),01,생것,100g,396,48,15.35,35.25,0.62,0,0,0,7,1.74,118,196,47,9,9,0,0.066,0.134,1.758,0.57,0,84,10.35,0.63,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027063801-0000,소고기_한우(1등급)_갈비(본갈비)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270638,갈비(본갈비),01,생것,100g,312,54.9,16.94,25.61,0.7,0,0,0,6,2.12,136,222,48,7,7,0,0.103,0.129,2.158,0.34,0,72,9.29,0.51,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027063901-0000,소고기_한우(1등급)_갈비(안창살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270639,갈비(안창살),01,생것,100g,293,58,15.46,24.16,0.77,0,0,0,8,3.22,163,252,44,6,6,0,0.078,0.294,3.055,0.71,0,67,9.79,0.47,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027046101-0000,소고기_한우(1++등급)_양지(치마양지)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902704,한우(1++등급),090270461,양지(치마양지),01,생것,100g,253,61.4,18.04,18.82,0.81,0,0,0,5,2.33,142,258,53,4,4,0,0.194,0.088,3.661,0.95,0.29,60,5.4,0.3,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2020-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027046201-0000,소고기_한우(1++등급)_우둔_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902704,한우(1++등급),090270462,우둔,01,생것,100g,191,67.4,20.4,11.11,0.79,0,0,0,5,2.78,183,330,50,4,4,0,0.038,0.095,4.661,0.92,0,54,3.26,0.16,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2020-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027048101-0000,소고기_한우(1++등급)_갈비_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902704,한우(1++등급),090270481,갈비,01,생것,100g,406,51.2,13.86,36.93,0.62,0,0,0,7,2.39,122,210,52,8,8,0,0.109,0.157,1.491,1.15,0.11,75,10.3,0.61,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2020-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027048301-0000,소고기_한우(1++등급)_등심_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902704,한우(1++등급),090270483,등심,01,생것,100g,349,52.7,15.76,30.03,0.64,0,0,0,4,2.26,120,218,43,7,7,0,0.232,0.098,2.518,1.25,0,66,9.08,0.52,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2020-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027048401-0000,소고기_한우(1++등급)_목심(목심살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902704,한우(1++등급),090270484,목심(목심살),01,생것,100g,217,64.8,20.24,13.96,0.93,0,0,0,7,3.2,163,298,57,3,3,0,0.078,0.09,2.933,1.19,0,60,4.68,0.3,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2020-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
