식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,출처명,원산지국코드,수입여부,데이터생성방법명,원산지국명,원산지역명,데이터생성방법코드,데이터생성일자,생산·채취·포획월,데이터기준일자,제공기관코드,제공기관명
R211-667094901-0757,오징어류_살오징어_다리_생것_여수_4월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670949,다리,01,생것,100g,101,76.6,19.73,1.36,1.08,1.28,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수,1,2020-11-30,04,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667094850-0896,오징어류_살오징어_몸통_구운것_남해_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670948,몸통,50,구운것,100g,181,57.3,36.52,2.44,2.84,0.87,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,남해,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667094801-1201,오징어류_살오징어_몸통_생것_부산_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670948,몸통,01,생것,100g,87,79.7,17.63,1.09,1.11,0.51,,,9,0.15,297,199,143,5,,,0.000,0.044,0.000,,,138.53,0.25,,20,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2019-11-30,06,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667094801-0757,오징어류_살오징어_몸통_생것_여수_4월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670948,몸통,01,생것,100g,100,76.8,19.69,1.35,1.20,1.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수,1,2020-11-30,04,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667092701-0010,"오징어류_살오징어_수컷,전체_생것_대표_10월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670927,"수컷,전체",01,생것,100g,89,79.0,18.37,1.22,1.32,0.06,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,10,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667092701-0011,"오징어류_살오징어_수컷,전체_생것_대표_11월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670927,"수컷,전체",01,생것,100g,92,78.4,18.15,1.33,1.54,0.63,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,11,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667092701-0012,"오징어류_살오징어_수컷,전체_생것_대표_12월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670927,"수컷,전체",01,생것,100g,104,77.8,18.64,2.64,1.40,0.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,12,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667092701-0001,"오징어류_살오징어_수컷,전체_생것_대표_1월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670927,"수컷,전체",01,생것,100g,97,76.7,19.26,1.17,1.82,1.10,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,01,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667092701-0002,"오징어류_살오징어_수컷,전체_생것_대표_2월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670927,"수컷,전체",01,생것,100g,99,75.4,20.18,0.69,1.88,1.89,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,02,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667092701-0003,"오징어류_살오징어_수컷,전체_생것_대표_3월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670927,"수컷,전체",01,생것,100g,94,78.1,18.26,1.47,1.46,0.68,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,03,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667092701-0004,"오징어류_살오징어_수컷,전체_생것_대표_4월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670927,"수컷,전체",01,생것,100g,95,77.2,19.05,1.13,1.78,0.86,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,04,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667092701-0005,"오징어류_살오징어_수컷,전체_생것_대표_5월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670927,"수컷,전체",01,생것,100g,98,76.4,19.58,1.03,1.68,1.34,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,05,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667092701-0006,"오징어류_살오징어_수컷,전체_생것_대표_6월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670927,"수컷,전체",01,생것,100g,88,78.7,18.10,0.88,1.54,0.77,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,06,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667092701-0007,"오징어류_살오징어_수컷,전체_생것_대표_7월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670927,"수컷,전체",01,생것,100g,90,95.5,19.03,1.04,0.89,0.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,07,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667092701-0008,"오징어류_살오징어_수컷,전체_생것_대표_8월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670927,"수컷,전체",01,생것,100g,91,78.9,17.72,1.39,1.19,0.76,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,08,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667091501-0010,"오징어류_살오징어_암컷,전체_생것_대표_10월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670915,"암컷,전체",01,생것,100g,89,79.0,18.08,1.27,1.38,0.29,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,10,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667091501-0011,"오징어류_살오징어_암컷,전체_생것_대표_11월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670915,"암컷,전체",01,생것,100g,93,77.8,18.44,1.28,1.68,0.78,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,11,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667091501-0012,"오징어류_살오징어_암컷,전체_생것_대표_12월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670915,"암컷,전체",01,생것,100g,98,76.9,19.31,1.52,1.64,0.61,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,12,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667091501-0001,"오징어류_살오징어_암컷,전체_생것_대표_1월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670915,"암컷,전체",01,생것,100g,95,77.2,18.57,1.12,1.79,1.37,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,01,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667091501-0002,"오징어류_살오징어_암컷,전체_생것_대표_2월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670915,"암컷,전체",01,생것,100g,96,76.3,19.55,0.74,1.82,1.62,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,02,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667091501-0003,"오징어류_살오징어_암컷,전체_생것_대표_3월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670915,"암컷,전체",01,생것,100g,96,77.2,18.88,1.29,1.53,1.10,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,03,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667091501-0004,"오징어류_살오징어_암컷,전체_생것_대표_4월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670915,"암컷,전체",01,생것,100g,95,77.4,19.53,1.23,1.70,0.13,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,04,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667091501-0005,"오징어류_살오징어_암컷,전체_생것_대표_5월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670915,"암컷,전체",01,생것,100g,99,76.5,19.20,1.46,1.71,1.13,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,05,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667091501-0006,"오징어류_살오징어_암컷,전체_생것_대표_6월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670915,"암컷,전체",01,생것,100g,83,80.0,16.74,1.10,1.78,0.38,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,06,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667091501-0007,"오징어류_살오징어_암컷,전체_생것_대표_7월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670915,"암컷,전체",01,생것,100g,94,77.2,19.10,1.15,1.86,0.73,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,07,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667091501-0008,"오징어류_살오징어_암컷,전체_생것_대표_8월",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670915,"암컷,전체",01,생것,100g,90,79.8,17.22,1.79,1.14,0.00,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2017-11-30,08,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667094001-1200,오징어류_살오징어_육_생것_부산_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670940,육,01,생것,100g,72,82.3,15.70,0.50,1.30,0.20,0.20,0.0,25,1.59,253,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,05,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667093947-0000,오징어류_살오징어_전체_데친것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670939,전체,47,데친것,100g,113,73.9,23.04,1.66,1.24,0.13,,,15,0.20,312,187,264,13,13,0,0.000,0.031,0.000,,,191.73,0.36,0.00,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2023-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667093902-0006,오징어류_살오징어_전체_말린것_대표_6월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670939,전체,02,말린것,100g,348,18.2,68.06,5.50,6.01,2.26,,,106,1.26,897,751,1009,19,19,0,0.196,0.037,7.404,,,945.13,1.10,0.00,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2022-11-30,06,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667093901-0005,오징어류_살오징어_전체_생것_대표_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166709,살오징어,116670939,전체,01,생것,100g,85,80.2,17.10,1.12,1.05,0.50,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2022-11-30,05,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667114171-0000,오징어류_오징어_내장_젓갈_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671141,내장,71,젓갈,100g,109,65.5,16.00,1.50,12.00,5.00,,,72,5.00,163,,,,,,0.100,0.200,5.000,0.00,,,,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,1982-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667114050-0000,오징어류_오징어_육_구운것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671140,육,50,구운것,100g,120,71.8,23.60,1.00,1.60,0.10,,0.0,14,0.20,300,360,330,22,22,0,0.090,0.070,5.800,1.00,0.00,,0.12,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2020-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667114002-0000,오징어류_오징어_육_말린것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671140,육,02,말린것,100g,352,19.5,67.80,6.90,5.60,0.20,0.20,0.0,252,2.80,821,,,,0,,0.130,0.200,8.200,0.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,1995-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667114058-0000,오징어류_오징어_육_볶은것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671140,육,58,볶은것,100g,278,32.3,18.60,4.20,3.50,41.40,,1.5,27,8.60,191,199,1161,54,0,647,0.600,0.190,2.600,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2011-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667114001-1273,오징어류_오징어_육_생것_강릉_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671140,육,01,생것,100g,95,77.5,19.50,1.30,1.70,0.00,0.00,0.0,25,0.50,273,,,,2,,0.050,0.080,2.500,0.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,강릉,1,2018-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667114001-0000,오징어류_오징어_육_생것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671140,육,01,생것,100g,104,78.3,18.84,1.44,1.26,0.16,0.00,0.0,11,0.18,270,351,199,,,,0.050,0.020,,0.00,6.03,,0.36,0.01,31,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2016-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667114071-0000,오징어류_오징어_육_젓갈_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671140,육,71,젓갈,100g,77,63.9,14.30,0.90,18.90,2.00,2.00,0.0,139,1.50,155,,,,0,,0.020,0.030,2.300,0.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2018-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667114097-0000,오징어류_오징어_육_조미하여 구운것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671140,육,97,조미하여 구운것,100g,333,23.3,40.10,3.70,6.30,26.60,,,24,1.30,465,250,1685,0,0,0,0.050,0.010,4.700,0.00,,,,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,1996-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667114042-0000,오징어류_오징어_육_조미하여 말린것(포)_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671140,육,42,조미하여 말린것(포),100g,311,26.1,63.50,2.70,7.30,0.40,,,35,3.00,637,590,930,0,0,0,0.060,0.030,1.300,0.00,,,,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,1982-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667114017-0000,오징어류_오징어_육_조미훈제_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671140,육,17,조미훈제,100g,228,45.7,34.40,2.00,5.50,12.40,,,29,4.30,312,164,1228,0,,0,0.080,0.130,7.800,0.00,,,,,0,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2009-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667114054-0000,오징어류_오징어_육_튀긴것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671140,육,54,튀긴것,100g,342,44.3,11.90,18.10,1.30,24.30,,0.7,25,3.10,176,132,360,2,1,6,0.070,0.300,2.100,6.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2011-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667114054-5935,오징어류_오징어_육_튀긴것_수입_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671140,육,54,튀긴것,100g,194,64.5,17.94,7.48,1.59,7.79,,0.0,39,1.01,251,279,306,11,11,,0.056,0.458,2.602,4.20,,,1.88,,0,2,국립수산과학원(표준수산물성분표),840,Y,분석,미국,대표,1,2018-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667113950-6637,오징어류_오징어_전체_구운것_수입_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671139,전체,50,구운것,100g,81,81.2,16.58,1.30,,0.50,,,18,1.57,210,83,248,63,,,0.060,0.110,3.240,,,222.00,0.31,,,2,식품의약품안전처,724,Y,수집,스페인,대표,1,2022-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667113902-8210,오징어류_오징어_전체_말린것_수입(필리핀)_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671139,전체,02,말린것,100g,289,28.1,62.30,4.40,5.20,0.00,0.00,0.0,54,3.80,692,,864,265,0,265,0.010,0.050,11.800,0.00,,,0.61,,2,2,식품의약품안전처,608,Y,수집,필리핀,대표,1,2022-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667113902-6117,오징어류_오징어_전체_말린것_수입(베트남)_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671139,전체,02,말린것,100g,291,26.2,60.10,4.50,6.70,2.50,,0.0,27,5.60,287,,,,,0,0.130,0.170,6.800,0.00,,,,,,2,식품의약품안전처,704,Y,수집,베트남,대표,1,2022-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667113946-8210,오징어류_오징어_전체_삶은것_수입_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671139,전체,46,삶은것,100g,80,80.4,17.40,1.20,1.00,2.00,0.00,0.0,48,1.60,158,,40,120,0,120,0.010,0.040,1.700,0.00,,,,,2,2,식품의약품안전처,608,Y,수집,필리핀,대표,1,2022-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667113901-6117,오징어류_오징어_전체_생것_수입(스페인)_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671139,전체,01,생것,100g,73,81.4,16.30,0.90,1.40,0.00,,0.0,14,0.60,150,273,44,,10,0,0.010,0.060,1.000,5.00,,233.00,0.36,,,2,식품의약품안전처,724,Y,수집,스페인,대표,1,2022-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667113901-6637,오징어류_오징어_전체_생것_수입(베트남)_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671139,전체,01,생것,100g,72,79.8,14.00,1.47,,1.09,,0.0,20,3.90,159,316,137,15,,,0.060,0.160,2.800,0.00,,187.50,0.46,,,2,식품의약품안전처,704,Y,수집,베트남,대표,1,2022-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667113928-6637,오징어류_오징어_전체_통조림_수입_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671139,전체,28,통조림,100g,89,80.5,17.00,2.00,,0.50,0.50,0.0,78,1.70,185,90,430,70,,,0.070,0.140,3.600,0.00,,200.00,0.52,,,2,식품의약품안전처,724,Y,수집,스페인,대표,1,2022-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667113955-5350,"오징어류_오징어_전체_튀긴것(튀김옷, 수분많은 반죽)_수입_평균",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166711,오징어,116671139,전체,55,"튀긴것(튀김옷, 수분많은 반죽)",100g,185,64.0,20.70,8.40,1.62,5.29,1.00,0.2,27,1.20,255,226,313,0,0,0,0.070,0.060,5.800,4.00,0.00,230.00,1.44,,,2,식품의약품안전처,554,Y,수집,뉴질랜드,대표,1,2022-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667134001-0000,오징어류_팔완향오징어_육_생것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166713,팔완향오징어,116671340,육,01,생것,100g,59,85.5,12.32,0.61,1.19,0.36,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2014-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667134001-1226,오징어류_팔완향오징어_육_생것_영덕_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166713,팔완향오징어,116671340,육,01,생것,100g,66,83.9,14.10,0.60,1.40,0.00,,,18,2.90,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,영덕,1,2018-11-30,05,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667154001-0000,오징어류_한치_육_생것_대표_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166715,한치,116671540,육,01,생것,100g,90,81.3,14.90,1.80,1.70,0.30,,,12,0.40,267,113,258,3,3,0,0.050,0.010,2.000,0.00,,,,,15,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,1996-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-667173901-5350,오징어류_화살오징어_전체_생것_수입_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11667,오징어류,1166717,화살오징어,116671739,전체,01,생것,100g,93,77.5,19.20,1.70,1.40,0.21,0.19,0.0,16,0.60,190,256,296,0,0,0,0.060,0.040,5.200,5.00,0.00,173.00,0.37,,,2,식품의약품안전처,554,Y,수집,뉴질랜드,대표,1,2022-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-501014001-1200,왕우럭조개_육_생것_부산_5월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11501,왕우럭조개,1150101,왕우럭조개,115010140,육,01,생것,100g,101,76.6,16.40,2.20,2.10,2.70,2.70,0.0,85,6.30,189,,,,12,,0.020,0.140,3.000,2.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,05,2025-01-13,1192266,해양수산부 국립수산과학원
R211-503017501-0000,"왕우렁이_양식,내장_생것_대표_평균",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11503,왕우렁이,1150301,왕우렁이,115030175,"양식,내장",01,생것,100g,109,72.8,10.59,2.38,3.95,10.29,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2022-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-503017301-0000,"왕우렁이_양식,전체_생것_대표_평균",R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11503,왕우렁이,1150301,왕우렁이,115030173,"양식,전체",01,생것,100g,93,75.5,10.96,0.64,3.03,9.90,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표,1,2022-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-503014001-0821,왕우렁이_육_생것_가평(청평)_3월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11503,왕우렁이,1150301,왕우렁이,115030140,육,01,생것,100g,66,83.1,10.60,0.90,2.30,3.10,3.10,0.0,1567,16.80,127,,,,13,,0.160,0.270,3.000,2.00,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,가평(청평),1,2009-11-30,03,2025-01-13,1192266,해양수산부 국립수산과학원
R211-503013901-0649,왕우렁이_전체_생것_진안_평균,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11503,왕우렁이,1150301,왕우렁이,115030139,전체,01,생것,100g,76,77.9,11.25,0.84,5.05,4.92,,,740,72.86,99,82,83,53,,,0.000,0.310,70.068,,,126.80,0.11,,57,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,진안,1,2021-11-30,,2025-01-13,1192266,해양수산부 국립수산과학원
R211-505014001-1203,우럭_육_생것_부산_8월,R,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11505,우럭,1150501,우럭,115050140,육,01,생것,100g,99,76.8,16.30,2.00,2.20,2.70,2.70,0.0,,,,,,10,10,,0.020,0.130,2.600,2.00,,,0.25,,54,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산,1,2009-11-30,08,2025-01-13,1192266,해양수산부 국립수산과학원
R112-841013901-0899,우뭇가사리류_가사리_전체_생것_통영_3월,R,원재료성 식품,1,식물성,12,해조류,12841,우뭇가사리류,1284101,가사리,128410139,전체,01,생것,100g,27,84.6,4.31,0.25,2.72,8.10,,,,,,,,,,,,,,,,,,,,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,통영,1,2020-11-30,03,2025-01-13,1192266,해양수산부 국립수산과학원
