식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),수입여부
R209-027048801-0000,소고기_한우(1++등급)_앞다리_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270488,앞다리,1,생것,100g,222,64.3,18.9,15.12,0.81,0.0,0.0,0.0,6.0,2.97,166.0,291.0,55.0,4.0,4.0,1.0,0.158,0.127,2.905,1.13,0.11,57.0,4.67,0.27,0.0,N
R209-027048901-0000,소고기_한우(1++등급)_앞다리(꾸리살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270489,앞다리(꾸리살),1,생것,100g,192,66.7,19.58,11.58,0.94,0.0,0.0,0.0,4.0,2.97,170.0,297.0,52.0,3.0,3.0,0.0,0.234,0.126,2.316,1.28,0.0,58.0,3.84,0.21,0.0,N
R209-027049101-0000,소고기_한우(1++등급)_채끝(채끝살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270491,채끝(채끝살),1,생것,100g,360,52.4,16.48,30.84,0.71,0.0,0.0,0.0,4.0,2.09,129.0,230.0,44.0,8.0,8.0,2.0,0.161,0.079,3.354,0.86,0.0,63.0,8.59,0.42,0.0,N
R209-027049201-0000,소고기_한우(1++등급)_앞다리(부채살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270492,앞다리(부채살),1,생것,100g,285,59.3,17.02,22.64,0.72,0.0,0.0,0.0,4.0,2.56,138.0,239.0,51.0,5.0,5.0,0.0,0.29,0.145,1.627,1.24,0.0,60.0,7.48,0.45,0.0,N
R209-027049301-0000,소고기_한우(1++등급)_앞다리(앞다리살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270493,앞다리(앞다리살),1,생것,100g,213,64.9,18.93,14.19,0.76,0.0,0.0,0.0,7.0,3.16,172.0,304.0,57.0,4.0,4.0,2.0,0.053,0.123,3.953,1.11,0.0,57.0,4.12,0.23,0.0,N
R209-027051401-0000,소고기_한우(3등급)_설도(보섭살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270514,설도(보섭살),1,생것,100g,108,74.8,22.2,1.5,1.4,0.0,,,,,194.0,271.0,104.0,1.0,1.0,0.0,0.07,0.31,1.8,,,,,,,N
R209-027051501-0000,소고기_한우(3등급)_설도(설깃살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270515,설도(설깃살),1,생것,100g,103,75.4,22.2,1.0,1.4,0.0,,,,,194.0,312.0,83.0,9.0,9.0,0.0,0.1,0.25,1.4,,,,,,,N
R209-027051601-0000,소고기_한우(3등급)_우둔(우둔살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270516,우둔(우둔살),1,생것,100g,107,75.0,22.8,1.1,1.1,0.0,,,,,210.0,367.0,58.0,2.0,2.0,0.0,0.1,0.25,1.5,,,,,,,N
R209-027051701-0000,소고기_한우(3등급)_우둔(홍두깨살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902705,한우(3등급),90270517,우둔(홍두깨살),1,생것,100g,104,75.4,22.5,1.0,1.2,0.0,,,,,210.0,374.0,61.0,1.0,1.0,0.0,0.12,0.2,1.5,,,,,,,N
R209-027044401-0000,소고기_한우(1++등급)_등심(살치살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270444,등심(살치살),1,생것,100g,363,51.2,14.73,31.96,0.59,0.0,0.0,0.0,3.0,2.53,119.0,205.0,44.0,7.0,7.0,0.0,0.372,0.12,1.293,1.03,0.0,68.0,9.05,0.51,0.0,N
R209-027044501-0000,소고기_한우(1++등급)_등심(아래등심살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270445,등심(아래등심살),1,생것,100g,348,52.2,16.23,29.73,0.69,0.0,0.0,0.0,4.0,2.05,126.0,229.0,40.0,7.0,7.0,0.0,0.277,0.089,3.415,0.92,0.0,63.0,9.31,0.51,0.0,N
R209-027044601-0000,소고기_한우(1++등급)_등심(윗등심살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270446,등심(윗등심살),1,생것,100g,335,55.0,16.03,28.46,0.6,0.0,0.0,0.0,5.0,2.33,117.0,211.0,46.0,6.0,6.0,0.0,0.181,0.104,2.607,1.64,0.0,68.0,8.82,0.51,0.0,N
R209-027044701-0000,소고기_한우(1++등급)_사태(뒷사태)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270447,사태(뒷사태),1,생것,100g,178,67.8,21.41,9.31,0.9,0.0,0.0,0.0,6.0,3.27,170.0,294.0,63.0,2.0,2.0,0.0,0.117,0.15,2.834,1.36,0.33,58.0,2.86,0.17,0.0,N
R209-027044801-0000,소고기_한우(1++등급)_사태(뭉치사태)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270448,사태(뭉치사태),1,생것,100g,167,68.4,22.45,7.7,0.98,0.0,0.0,0.0,5.0,3.48,188.0,317.0,56.0,1.0,1.0,0.0,0.161,0.154,2.529,0.98,0.0,51.0,2.37,0.12,0.0,N
R209-027044901-0000,소고기_한우(1++등급)_사태(상박살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270449,사태(상박살),1,생것,100g,222,65.5,20.22,14.55,0.78,0.0,0.0,0.0,4.0,2.8,157.0,285.0,60.0,4.0,4.0,0.0,0.095,0.122,2.036,1.31,0.0,58.0,4.48,0.23,0.0,N
R209-027045001-0000,소고기_한우(1++등급)_사태(아롱사태)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270450,사태(아롱사태),1,생것,100g,233,63.8,21.76,15.03,0.7,0.0,0.0,0.0,5.0,2.83,137.0,251.0,69.0,4.0,4.0,0.0,0.066,0.124,3.167,1.26,0.0,59.0,4.8,0.27,0.0,N
R209-027045101-0000,소고기_한우(1++등급)_사태(앞사태)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270451,사태(앞사태),1,생것,100g,159,70.6,20.86,7.58,0.88,0.0,0.0,0.0,5.0,2.91,168.0,298.0,66.0,2.0,2.0,0.0,0.084,0.167,2.472,1.37,0.75,47.0,1.6,0.11,0.0,N
R209-027045201-0000,소고기_한우(1++등급)_설도(도가니살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270452,설도(도가니살),1,생것,100g,175,68.2,20.28,9.47,0.93,0.0,0.0,0.0,5.0,3.09,170.0,298.0,52.0,3.0,3.0,0.0,0.241,0.121,1.963,1.36,0.0,60.0,3.15,0.19,0.0,N
R209-027045301-0000,소고기_한우(1++등급)_설도(삼각살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270453,설도(삼각살),1,생것,100g,304,56.2,16.89,24.76,0.76,0.0,0.0,0.0,4.0,1.99,145.0,262.0,46.0,6.0,6.0,0.0,0.189,0.089,2.335,0.89,0.0,57.0,7.68,0.46,0.0,N
R209-027045401-0000,소고기_한우(1++등급)_설도(설깃머리살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270454,설도(설깃머리살),1,생것,100g,245,62.4,17.85,18.03,0.82,0.0,0.0,0.0,4.0,2.83,163.0,276.0,48.0,5.0,5.0,0.0,0.166,0.113,2.46,1.0,0.0,59.0,5.54,0.31,0.0,N
R209-027045501-0000,소고기_한우(1++등급)_앞다리(갈비덧살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270455,앞다리(갈비덧살),1,생것,100g,224,63.3,19.17,15.21,0.91,0.0,0.0,0.0,7.0,2.78,173.0,304.0,48.0,6.0,6.0,0.0,0.175,0.104,1.79,0.85,1.28,51.0,4.43,0.24,0.0,N
R209-027045601-0000,소고기_한우(1++등급)_앞다리(부채덮개살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270456,앞다리(부채덮개살),1,생것,100g,185,68.2,21.26,10.1,0.96,0.0,0.0,0.0,6.0,2.95,174.0,304.0,60.0,3.0,3.0,0.0,0.339,0.132,1.637,1.07,0.0,54.0,3.41,0.18,0.0,N
R209-027045701-0000,소고기_한우(1++등급)_양지(앞치마살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270457,양지(앞치마살),1,생것,100g,351,52.7,14.29,30.9,0.6,0.0,0.0,0.0,3.0,2.03,114.0,217.0,44.0,9.0,9.0,0.0,0.18,0.092,2.843,0.62,0.0,68.0,9.02,0.48,0.0,N
R209-027045801-0000,소고기_한우(1++등급)_양지(업진안살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270458,양지(업진안살),1,생것,100g,321,53.8,15.43,27.21,0.68,0.0,0.0,0.0,5.0,2.8,136.0,246.0,47.0,7.0,7.0,0.0,0.051,0.092,3.457,1.01,0.0,64.0,8.74,0.42,0.0,N
R209-027045901-0000,소고기_한우(1++등급)_양지(차돌박이)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270459,양지(차돌박이),1,생것,100g,342,52.3,14.12,29.96,0.75,0.0,0.0,0.0,5.0,2.08,124.0,215.0,63.0,7.0,7.0,0.0,0.213,0.098,3.188,1.13,0.0,74.0,7.17,0.47,0.0,N
R209-027046001-0000,소고기_한우(1++등급)_양지(치마살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270460,양지(치마살),1,생것,100g,275,59.1,16.37,21.84,0.78,0.0,0.0,0.0,3.0,2.74,136.0,254.0,44.0,6.0,6.0,0.0,0.298,0.109,2.921,1.31,0.0,60.0,6.9,0.37,0.0,N
R209-027038351-0000,소고기_한우_등심_구운것(팬),R,원재료성 식품,2,동물성,9,육류,9027,소고기,902703,한우,90270383,등심,51,구운것(팬),100g,400,41.7,18.9,33.99,0.75,0.0,0.0,0.0,8.0,2.92,178.0,262.0,59.0,9.0,9.0,0.0,0.019,0.338,2.586,0.97,0.0,94.0,13.39,0.98,0.0,N
R209-027039101-0000,소고기_한우_채끝(채끝살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902703,한우,90270391,채끝(채끝살),1,생것,100g,126,76.2,17.1,5.6,0.9,0.2,,,11.0,2.2,111.0,261.0,63.0,7.0,7.0,0.0,0.07,0.19,4.2,0.0,,,,,0.0,N
R209-027041301-0000,소고기_한우(1++등급)_설도_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270413,설도,1,생것,100g,217,64.4,19.63,14.21,0.88,0.0,0.0,0.0,5.0,2.89,171.0,294.0,51.0,4.0,4.0,0.0,0.183,0.111,2.334,1.04,0.79,57.0,4.45,0.25,0.0,N
R209-027041401-0000,소고기_한우(1++등급)_설도(보섭살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270414,설도(보섭살),1,생것,100g,218,65.2,20.24,14.05,0.91,0.0,0.0,0.0,5.0,3.09,180.0,305.0,51.0,4.0,4.0,0.0,0.153,0.118,2.48,0.88,2.33,54.0,4.89,0.25,0.0,N
R209-027041501-0000,소고기_한우(1++등급)_설도(설깃살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270415,설도(설깃살),1,생것,100g,223,63.0,19.74,14.85,0.87,0.0,0.0,0.0,5.0,2.74,173.0,293.0,51.0,4.0,4.0,0.0,0.163,0.1,2.481,0.95,0.6,58.0,4.14,0.23,0.0,N
R209-027041601-0000,소고기_한우(1++등급)_우둔(우둔살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270416,우둔(우둔살),1,생것,100g,191,67.3,20.39,11.17,0.73,0.0,0.0,0.0,5.0,2.91,183.0,328.0,51.0,4.0,4.0,0.0,0.025,0.095,4.941,0.98,0.0,55.0,3.22,0.15,0.0,N
R209-027041701-0000,소고기_한우(1++등급)_우둔(홍두깨살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270417,우둔(홍두깨살),1,생것,100g,189,67.7,20.44,10.87,1.02,0.0,0.0,0.0,5.0,2.22,182.0,336.0,46.0,4.0,4.0,0.0,0.091,0.095,3.513,0.64,0.0,50.0,3.44,0.17,0.0,N
R209-027041801-0000,소고기_한우(1++등급)_양지_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270418,양지,1,생것,100g,288,58.2,16.81,23.08,0.77,0.0,0.0,0.0,7.0,2.42,142.0,256.0,52.0,6.0,6.0,0.0,0.124,0.106,3.51,0.96,0.28,62.0,6.59,0.38,0.0,N
R209-027041901-0000,소고기_한우(1++등급)_양지(양지머리)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270419,양지(양지머리),1,생것,100g,213,65.2,19.88,13.75,0.95,0.0,0.0,0.0,10.0,2.89,177.0,320.0,52.0,4.0,4.0,0.0,0.039,0.111,4.444,0.89,0.0,53.0,4.15,0.22,0.0,N
R209-027042001-0000,소고기_한우(1++등급)_양지(업진살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270420,양지(업진살),1,생것,100g,413,47.5,12.64,38.19,0.49,0.0,0.0,0.0,5.0,1.82,99.0,181.0,51.0,9.0,9.0,0.0,0.06,0.132,2.257,0.93,1.22,70.0,10.97,0.64,0.0,N
R209-027043701-0000,소고기_한우(1++등급)_갈비(꽃갈비)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270437,갈비(꽃갈비),1,생것,100g,424,46.7,12.62,39.35,0.56,0.0,0.0,0.0,8.0,2.02,106.0,183.0,53.0,8.0,8.0,0.0,0.071,0.165,1.06,1.17,0.0,75.0,11.11,0.75,,N
R209-027043801-0000,소고기_한우(1++등급)_갈비(본갈비)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270438,갈비(본갈비),1,생것,100g,376,50.4,14.64,33.38,0.6,0.0,0.0,0.0,5.0,2.39,122.0,209.0,51.0,7.0,7.0,0.0,0.102,0.141,1.186,1.18,0.3,70.0,9.67,0.52,,N
R209-027043901-0000,소고기_한우(1++등급)_갈비(안창살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270439,갈비(안창살),1,생것,100g,313,56.6,14.57,26.73,0.68,0.0,0.0,0.0,6.0,3.42,142.0,246.0,49.0,6.0,6.0,0.0,0.074,0.15,2.324,1.17,0.0,65.0,8.37,0.38,0.0,N
R209-027044001-0000,소고기_한우(1++등급)_갈비(제비추리)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270440,갈비(제비추리),1,생것,100g,202,66.3,20.04,12.49,0.77,0.0,0.0,0.0,7.0,3.57,166.0,310.0,53.0,3.0,3.0,0.0,0.216,0.106,3.796,0.91,0.0,55.0,4.32,0.2,0.0,N
R209-027044101-0000,소고기_한우(1++등급)_갈비(참갈비)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270441,갈비(참갈비),1,생것,100g,415,47.9,12.17,38.65,0.6,0.0,0.0,0.0,5.0,2.09,115.0,199.0,46.0,9.0,9.0,0.0,0.139,0.141,1.633,0.99,0.0,74.0,10.03,0.56,,N
R209-027044201-0000,소고기_한우(1++등급)_갈비(토시살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270442,갈비(토시살),1,생것,100g,273,60.4,16.46,21.62,0.77,0.0,0.0,0.0,5.0,3.78,149.0,245.0,53.0,4.0,4.0,0.0,0.112,0.216,1.813,1.22,1.14,68.0,6.95,0.32,0.0,N
R209-027044301-0000,소고기_한우(1++등급)_등심(꽃등심살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902704,한우(1++등급),90270443,등심(꽃등심살),1,생것,100g,365,50.3,15.44,31.86,0.7,0.0,0.0,0.0,4.0,2.19,123.0,227.0,41.0,10.0,10.0,0.0,0.221,0.087,2.242,0.98,0.0,66.0,9.35,0.54,0.0,N
R209-015003946-0000,돼지 부산물_허파_삶은것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150039,허파,46,삶은것,100g,92,80.6,15.56,2.78,0.76,0.0,0.0,0.0,11.0,7.76,172.0,117.0,72.0,0.0,0.0,0.0,0.04,0.235,1.782,4.45,0.0,311.0,1.16,0.02,0.0,N
R209-015000446-0000,돼지 부산물_머리고기_삶은것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150004,머리고기,46,삶은것,100g,363,51.6,17.52,30.67,0.46,0.0,0.0,0.0,14.0,1.07,88.0,100.0,84.0,16.0,16.0,0.0,0.102,0.171,1.281,0.0,0.0,106.0,9.45,0.18,0.0,N
R209-023000001-0000,메추리고기_생것,R,원재료성 식품,2,동물성,9,육류,9023,메추리고기,902300,해당없음,90230000,해당없음,1,생것,100g,194,65.4,20.5,12.9,1.1,0.1,,0.0,15.0,2.9,100.0,280.0,35.0,45.0,45.0,,0.12,0.5,5.8,,0.1,120.0,2.93,,0.0,N
R209-024000001-0000,멧돼지고기_생것,R,원재료성 식품,2,동물성,9,육류,9024,멧돼지고기,902400,해당없음,90240000,해당없음,1,생것,100g,249,60.1,18.8,19.8,0.8,0.5,,0.0,4.0,2.5,170.0,270.0,45.0,4.0,4.0,,0.24,0.29,5.2,1.0,0.4,86.0,5.83,,0.0,N
R209-024008801-0000,멧돼지고기_앞다리_생것,R,원재료성 식품,2,동물성,9,육류,9024,멧돼지고기,902400,해당없음,90240088,앞다리,1,생것,100g,191,68.8,21.5,10.7,1.0,0.0,,,11.0,2.1,70.0,304.0,55.0,2.0,2.0,0.0,0.39,0.18,3.7,0.0,,,,,0.0,N
R209-027011352-0000,소고기_수입산(미국산)_설도_구운것(석쇠),R,원재료성 식품,2,동물성,9,육류,9027,소고기,902701,수입산(미국산),90270113,설도,52,구운것(석쇠),100g,164,66.6,28.45,4.67,1.15,0.0,0.0,0.0,6.0,2.35,183.0,238.0,38.0,0.0,0.0,0.0,0.068,0.154,4.893,0.0,0.1,74.0,1.61,,12.0,Y
R209-027018153-0000,소고기_수입산(미국산)_갈비_구운것(오븐),R,원재료성 식품,2,동물성,9,육류,9027,소고기,902701,수입산(미국산),90270181,갈비,53,구운것(오븐),100g,400,43.4,22.57,33.7,0.91,0.0,,0.0,11.0,2.17,175.0,304.0,65.0,0.0,0.0,,0.07,0.18,3.4,0.0,,85.0,13.96,,20.0,Y
R209-027018401-0000,소고기_수입산(미국산)_목심(목심살)_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902701,수입산(미국산),90270184,목심(목심살),1,생것,100g,268,59.9,16.98,21.31,0.81,0.97,0.0,0.0,10.0,2.01,160.0,267.0,67.0,0.0,,0.0,0.09,0.17,2.17,0.0,,72.0,8.59,,19.0,Y
R209-027018446-0000,소고기_수입산(미국산)_목심(목심살)_삶은것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902701,수입산(미국산),90270184,목심(목심살),46,삶은것,100g,359,46.3,26.37,27.26,0.87,0.0,0.0,0.0,13.0,3.08,198.0,230.0,64.0,0.0,0.0,0.0,0.07,0.24,2.41,0.0,0.4,103.0,10.86,,23.0,Y
R209-027018548-0000,소고기_수입산(미국산)_사태_끓인것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902701,수입산(미국산),90270185,사태,48,끓인것,100g,201,58.2,33.68,6.36,2.39,0.0,,0.0,32.0,3.86,263.0,447.0,64.0,0.0,0.0,,0.14,0.21,5.89,0.0,,78.0,2.29,,45.0,Y
R209-027018750-0000,소고기_수입산(미국산)_안심(안심살)_구운것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902701,수입산(미국산),90270187,안심(안심살),50,구운것,100g,267,56.0,26.46,17.12,1.06,0.0,0.0,0.0,19.0,1.69,205.0,329.0,54.0,0.0,0.0,0.0,0.072,0.128,7.041,0.0,0.3,97.0,6.74,,4.0,Y
R209-027031801-0000,소고기_한우_양지_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902703,한우,90270318,양지,1,생것,100g,253,61.0,18.58,18.59,0.83,0.0,0.0,0.0,5.0,1.92,163.0,265.0,55.0,12.0,12.0,0.0,0.009,0.245,2.301,0.93,0.0,65.0,5.76,0.44,0.0,N
R209-027031846-0000,소고기_한우_양지_삶은것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902703,한우,90270318,양지,46,삶은것,100g,272,51.0,33.09,14.05,0.74,0.0,0.0,0.0,8.0,2.47,162.0,174.0,38.0,44.0,44.0,0.0,0.005,0.036,2.546,0.0,0.0,101.0,4.83,0.31,0.0,N
R209-027031851-0000,소고기_한우_양지_구운것(팬),R,원재료성 식품,2,동물성,9,육류,9027,소고기,902703,한우,90270318,양지,51,구운것(팬),100g,309,49.7,25.6,21.32,1.09,0.0,0.0,0.0,7.0,2.4,219.0,347.0,74.0,12.0,12.0,0.0,0.019,0.318,3.859,0.75,0.0,96.0,6.78,0.53,0.0,N
R209-027038101-0000,소고기_한우_갈비_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902703,한우,90270381,갈비,1,생것,100g,307,56.4,16.5,24.4,0.8,1.9,,,9.0,3.0,110.0,194.0,127.0,0.0,0.0,0.0,0.03,0.27,0.9,0.0,,,,,,N
R209-027038301-0000,소고기_한우_등심_생것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902703,한우,90270383,등심,1,생것,100g,313,55.3,15.61,26.3,0.69,0.0,0.0,0.0,11.0,2.24,147.0,241.0,56.0,26.0,26.0,0.0,0.019,0.345,1.754,0.8,0.0,79.0,10.83,0.78,0.0,N
R209-027038346-0000,소고기_한우_등심_삶은것,R,원재료성 식품,2,동물성,9,육류,9027,소고기,902703,한우,90270383,등심,46,삶은것,100g,357,46.5,25.2,26.63,0.72,0.0,0.0,0.0,7.0,3.0,159.0,195.0,33.0,4.0,4.0,0.0,0.009,0.057,2.429,0.9,0.0,90.0,10.96,0.64,0.0,N
R209-015000601-0000,돼지 부산물_비장_생것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150006,비장,1,생것,100g,85,79.9,18.0,1.0,1.1,0.0,,,7.0,22.4,257.0,340.0,92.0,,,,0.1,0.09,3.6,,,,,,,N
R209-015001001-0000,돼지 부산물_위(오소리감투)_생것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150010,위(오소리감투),1,생것,100g,112,78.3,17.3,4.1,0.3,0.0,,,12.0,1.2,139.0,178.0,121.0,,,,0.12,0.17,0.4,,,,,,,N
R209-015001046-0000,돼지 부산물_위(오소리감투)_삶은것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150010,위(오소리감투),46,삶은것,100g,175,69.2,22.36,8.62,0.66,0.0,0.0,0.0,14.0,1.68,160.0,112.0,53.0,4.0,4.0,0.0,0.015,0.22,1.663,1.1,0.0,293.0,4.31,0.04,0.0,N
R209-015001101-0000,돼지 부산물_직장_생것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150011,직장,1,생것,100g,344,57.5,9.9,32.1,0.5,0.0,,,12.0,0.1,93.0,100.0,73.0,,,,,,,,,,,,,N
R209-015001301-0000,돼지 부산물_췌장_생것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150013,췌장,1,생것,100g,154,72.1,20.7,7.1,0.1,0.0,,,22.0,3.8,315.0,308.0,85.0,,,,0.11,0.22,3.45,,,,,,,N
R209-015003101-0000,돼지 부산물_간_생것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150031,간,1,생것,100g,134,71.1,21.39,3.65,1.44,2.47,,0.0,9.0,23.3,288.0,273.0,87.0,6502.0,6502.0,,0.283,3.005,15.301,25.3,,301.0,1.17,,0.0,N
R209-015003146-0000,돼지 부산물_간_삶은것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150031,간,46,삶은것,100g,173,63.4,28.06,4.8,1.37,2.41,0.55,0.0,8.0,19.4,393.0,198.0,52.0,5075.0,5075.0,0.0,0.143,3.053,11.319,9.3,0.0,370.0,2.35,0.05,0.0,N
R209-015003401-0000,돼지 부산물_소장(곱창)_생것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150034,소장(곱창),1,생것,100g,182,76.1,7.64,16.61,0.2,0.0,0.0,0.0,16.0,1.02,48.0,18.0,24.0,0.0,0.0,0.0,0.02,0.091,0.215,1.1,,154.0,7.62,0.0,18.0,N
R209-015003446-0000,돼지 부산물_소장(곱창)_삶은것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150034,소장(곱창),46,삶은것,100g,217,68.1,15.48,16.12,0.65,0.0,0.0,0.0,11.0,1.46,137.0,43.0,32.0,12.0,12.0,0.0,0.0,0.086,0.714,0.09,0.0,226.0,7.48,0.07,0.0,N
R209-015003501-0000,돼지 부산물_신장_생것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150035,신장,1,생것,100g,110,77.2,16.7,3.7,1.2,1.2,,,76.0,4.5,247.0,196.0,114.0,,,,2.4,1.01,51.4,0.0,,,,,,N
R209-015003546-0000,돼지 부산물_신장_삶은것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150035,신장,46,삶은것,100g,151,68.7,25.4,4.7,1.3,0.0,,0.0,13.0,5.29,240.0,143.0,80.0,78.0,78.0,,0.396,1.586,5.785,10.6,,480.0,1.51,,0.0,N
R209-015003601-0000,돼지 부산물_심장(염통)_생것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150036,심장(염통),1,생것,100g,118,76.2,17.27,4.36,0.84,1.33,0.0,0.0,5.0,4.68,169.0,294.0,56.0,8.0,8.0,0.0,0.613,1.185,6.765,5.3,,131.0,1.16,,0.0,N
R209-015003646-0000,돼지 부산물_심장(염통)_삶은것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150036,심장(염통),46,삶은것,100g,174,66.5,25.58,7.04,0.9,0.0,0.0,0.0,9.0,6.02,208.0,155.0,58.0,7.0,7.0,0.0,0.14,0.925,3.101,0.57,0.0,176.0,2.79,0.04,0.0,N
R209-015003701-0000,돼지 부산물_자궁_생것,R,원재료성 식품,2,동물성,9,육류,9015,돼지 부산물,901500,해당없음,90150037,자궁,1,생것,100g,73,82.5,15.4,0.8,1.3,0.0,,,12.0,0.3,118.0,131.0,195.0,,,,0.05,0.04,1.5,,,,,,,N
