food_code,food_name,data_pid,data_pid_name,serving_size(g),calorie_kcal,carbohydrate_g,protein_g,fat_g,sugar_g,saturated_fat_g,trans_fat_g,sodium_mg,cholesterol_mg,dietary_fiber_g,vitamin_a_μg,vitamin_c_mg,vitamin_d_ug,calcium_mg,iron_mg
R211-161014001-0831,블루길_육_생것_가평(청평)_평균,R,원재료성 식품,100.0,83,0.2,17.8,0.8,0.2,,,,,0.0,,1.0,,36.0,1.4
R211-163014050-0000,빙어류_바다빙어_육_구운것_대표_평균,R,원재료성 식품,100.0,138,0.0,22.6,3.1,,0.58,,77.0,,0.0,17.0,0.0,,77.0,1.15
R211-163014001-1205,빙어류_바다빙어_육_생것_부산_10월,R,원재료성 식품,100.0,92,0.1,17.4,1.9,0.1,,,,,0.0,,1.0,,23.0,1.4
R211-163034004-0000,빙어류_빙어_육_삶아서 말린것_대표_평균,R,원재료성 식품,100.0,210,0.0,34.2,4.7,,,,,,,,,,3.0,17.5
R211-163034001-1201,빙어류_빙어_육_생것_부산_6월,R,원재료성 식품,100.0,85,0.0,18.4,0.8,0.0,,,,,0.0,12.0,1.0,,78.0,0.9
R211-163034062-0000,빙어류_빙어_육_장류를 넣고 가열하여 조린것_대표_평균,R,원재료성 식품,100.0,290,27.0,26.7,5.1,,,,,,,3.0,0.0,,893.0,10.0
R211-163054001-0005,빙어류_샛멸_육_생것_대표_5월,R,원재료성 식품,100.0,90,0.16,19.5,0.7,,,,,,,,,,,
R211-165014001-1199,빨강부치_육_생것_부산_4월,R,원재료성 식품,100.0,71,0.0,15.8,0.5,0.0,,,,,0.0,,0.0,,23.0,1.0
R112-833013901-0899,산호류_산호_전체_생것_통영_3월,R,원재료성 식품,100.0,80,9.78,7.94,0.64,,,,,,,,,,,
R112-833033901-0899,산호류_산호말_전체_생것_통영_3월,R,원재료성 식품,100.0,42,16.81,2.79,0.43,,,,,,,,,,,
R211-167014001-0005,살살치_육_생것_대표_5월,R,원재료성 식품,100.0,94,0.65,20.97,0.29,,,,,,,,,,,
R211-167014001-0759,살살치_육_생것_여수_6월,R,원재료성 식품,100.0,70,0.6,15.5,0.2,0.6,,,,,0.0,,,,59.0,0.92
R211-491014001-1197,살조개_육_생것_부산_2월,R,원재료성 식품,100.0,89,3.6,14.2,1.5,3.6,,,,,0.0,,3.0,,145.0,14.4
R211-169014001-1370,삼세기_육_생것_포항_6월,R,원재료성 식품,100.0,97,0.5,18.6,1.8,0.5,,,,,0.0,,1.0,,20.0,0.5
R211-171014050-0000,삼치류_삼치_육_구운것_대표_평균,R,원재료성 식품,100.0,204,0.1,23.6,10.8,,2.75,,90.0,,0.0,16.0,,12.0,22.0,0.9
R211-171014001-0009,삼치류_삼치_육_생것_대표_9월,R,원재료성 식품,100.0,112,0.0,20.08,2.93,,,,,,,,,,,
R211-171014001-0000,삼치류_삼치_육_생것_대표_평균,R,원재료성 식품,100.0,124,0.0,20.08,2.93,0.0,0.75,0.03,39.0,,0.0,,0.0,0.0,5.0,0.1
R211-171014001-1200,삼치류_삼치_육_생것_부산_5월,R,원재료성 식품,100.0,108,0.6,18.99,2.7,0.6,,,,,0.0,,1.0,,9.0,0.46
R211-171014001-0757,삼치류_삼치_육_생것_여수_4월,R,원재료성 식품,100.0,109,0.0,21.34,1.97,,0.42,,45.0,52.76,,5.0,,,9.0,0.31
R211-171014071-0000,삼치류_삼치_육_젓갈_대표_평균,R,원재료성 식품,100.0,112,0.0,22.7,1.1,,,,,,,1.0,,,2.0,
R211-171034001-1202,삼치류_줄삼치_육_생것_부산_7월,R,원재료성 식품,100.0,134,0.2,24.6,3.1,0.2,,,,,0.0,,0.0,,41.0,2.1
R211-171054001-0000,삼치류_평삼치_육_생것_대표_평균,R,원재료성 식품,100.0,134,0.0,17.9,4.8,,,,,,,0.0,0.0,,20.0,0.7
R211-173014001-1197,상어류_가래상어_육_생것_부산_2월,R,원재료성 식품,100.0,99,0.1,22.2,0.5,0.1,,,,,0.0,,0.0,,59.0,0.7
R211-173034001-0000,상어류_곱상어_육_생것_대표_평균,R,원재료성 식품,100.0,164,0.3,16.2,10.0,0.3,,,,,0.0,,0.0,,6.0,2.0
R211-173054001-0353,상어류_까치상어_육_생것_군산_3월,R,원재료성 식품,100.0,112,0.9,24.1,0.7,0.9,,,,,0.0,,0.0,,19.0,7.81
R211-173074301-0000,상어류_돔발상어_알_생것_대표_평균,R,원재료성 식품,100.0,329,0.5,25.0,23.5,0.5,,,,,0.0,,,,,
R211-173074001-0000,상어류_돔발상어_육_생것_대표_평균,R,원재료성 식품,100.0,85,0.0,17.9,1.0,0.0,,,,,0.0,,,,72.0,2.4
R211-173094001-0004,상어류_두툽상어_육_생것_대표_4월,R,원재료성 식품,100.0,111,0.0,23.48,1.3,,,,,,,,,,,
R211-173094001-1200,상어류_두툽상어_육_생것_부산_5월,R,원재료성 식품,100.0,94,0.29,21.41,0.3,0.29,,,,,0.0,,0.0,,22.0,0.73
R211-173094001-0757,상어류_두툽상어_육_생것_여수_4월,R,원재료성 식품,100.0,119,0.0,25.17,1.32,,,,,,,,,,,
R211-173114001-1199,상어류_모조리상어_육_생것_부산_4월,R,원재료성 식품,100.0,108,0.0,21.7,1.7,0.0,,,,,0.0,,0.0,,83.0,1.5
R211-173134001-1200,상어류_별상어_육_생것_부산_5월,R,원재료성 식품,100.0,103,0.27,23.53,0.3,0.27,,,,,0.0,,0.0,,27.0,0.6
R211-173134001-5350,상어류_별상어_육_생것_수입_평균,R,원재료성 식품,100.0,95,0.01,21.2,1.0,0.28,0.22,,89.0,53.0,0.0,9.0,0.3,0.6,6.0,0.66
R211-173154001-0000,상어류_악상어_육_생것_대표_평균,R,원재료성 식품,100.0,284,0.0,13.4,24.2,0.0,,,,,0.0,,,,30.0,4.2
R211-173154001-5350,상어류_악상어_육_생것_수입_평균,R,원재료성 식품,100.0,107,0.0,23.9,1.21,0.0,0.35,,139.0,53.0,0.0,36.0,0.3,0.6,10.0,1.8
R211-173174001-1199,상어류_은상어_육_생것_부산_4월,R,원재료성 식품,100.0,101,0.0,22.9,0.5,0.0,,,,,0.0,,0.0,,89.0,0.9
R211-173214001-0000,상어류_청새리상어_육_생것_대표_평균,R,원재료성 식품,100.0,101,0.1,18.5,2.4,0.1,,,,,0.0,,0.0,,15.0,0.8
R211-173234001-1200,상어류_흉상어_육_생것_부산_5월,R,원재료성 식품,100.0,112,0.0,23.5,1.4,0.0,,,,,0.0,,0.0,,59.0,0.7
R211-175014001-1200,새다래_육_생것_부산_5월,R,원재료성 식품,100.0,104,0.0,18.9,2.6,0.0,,,,,0.0,,0.0,,8.0,0.43
R211-717014001-1205,새우류_각시흰새우_육_생것_부산_10월,R,원재료성 식품,100.0,85,1.0,15.7,1.6,1.0,,,,,0.0,,2.0,,1341.0,1.8
R211-717054001-0008,새우류_그라비새우_육_생것_대표_8월,R,원재료성 식품,100.0,89,0.0,19.48,0.76,,0.17,,278.0,0.0,,43.0,,,85.0,1.1
R211-717034001-0000,새우류_긴뿔천길새우_육_생것_대표_평균,R,원재료성 식품,100.0,92,0.0,20.0,0.8,0.0,,,,,0.0,,0.0,,71.0,1.4
R211-717074004-0000,새우류_꽃새우_육_삶아서 말린것_대표_평균,R,원재료성 식품,100.0,307,4.1,55.5,5.9,4.1,,,,,0.0,,0.0,,4068.0,15.6
R211-717074001-0000,새우류_꽃새우_육_생것_대표_평균,R,원재료성 식품,100.0,127,0.6,22.0,2.0,,,,,,,0.0,0.0,,48.0,6.0
R211-717074062-0000,새우류_꽃새우_육_장류를 넣고 가열하여 조린것_대표_평균,R,원재료성 식품,100.0,255,25.8,25.9,2.6,,,,,,,,0.0,,125.0,20.0
R211-717074049-0000,새우류_꽃새우_육_찐것_대표_평균,R,원재료성 식품,100.0,132,1.52,22.78,1.7,0.0,0.52,0.04,947.0,,0.0,90.0,0.0,0.1,91.0,0.32
R211-717074055-0000,"새우류_꽃새우_육_튀긴것(튀김옷, 수분많은 반죽)_대표_평균",R,원재료성 식품,100.0,242,11.47,21.39,12.28,0.8,2.09,,344.0,,0.4,,,,67.0,1.26
R211-717073902-0000,새우류_꽃새우_전체_말린것_대표_평균,R,원재료성 식품,100.0,341,7.58,56.31,7.7,,1.25,0.01,817.0,213.59,,193.0,,,5353.0,13.93
R211-717114001-1678,새우류_대롱수염새우_육_생것_동해EEZ_2월,R,원재료성 식품,100.0,99,1.0,21.38,0.49,,0.11,,303.0,181.11,,16.0,,,49.0,1.48
R211-717114001-1201,새우류_대롱수염새우_육_생것_부산_6월,R,원재료성 식품,100.0,98,3.92,17.92,0.63,,,,,,,,,,,
R211-717134002-0000,새우류_대하_육_말린것_대표_평균,R,원재료성 식품,100.0,400,15.6,62.4,3.5,,,,620.0,,,,0.0,,236.0,4.6
R211-717134001-0402,새우류_대하_육_생것_인천_평균,R,원재료성 식품,100.0,82,0.1,18.1,0.6,0.1,,,,,0.0,,1.0,,74.0,1.4
R211-717154001-0008,새우류_마루자주새우_육_생것_대표_8월,R,원재료성 식품,100.0,80,0.92,15.15,1.3,,,,,,,,,,,
R211-717154001-1678,새우류_마루자주새우_육_생것_동해EEZ_2월,R,원재료성 식품,100.0,93,1.13,19.29,0.69,,0.12,,367.0,157.7,,1.0,,,102.0,0.36
R211-717174001-0000,새우류_물렁가시붉은새우_육_생것_대표_평균,R,원재료성 식품,100.0,83,0.6,18.0,0.5,0.6,0.2,,,,0.0,,,,,
R211-717194046-0000,새우류_보리새우_육_삶은것_대표_평균,R,원재료성 식품,100.0,129,0.0,28.2,0.5,,0.06,,200.0,,0.0,5.0,,0.0,61.0,1.0
R211-717194001-1050,새우류_보리새우_육_생것_창원_11월,R,원재료성 식품,100.0,71,0.1,15.1,0.7,0.1,0.54,,,,0.0,,1.0,,87.0,1.1
R211-717214001-1200,새우류_부채새우_육_생것_부산_5월,R,원재료성 식품,100.0,65,0.0,13.7,0.8,0.0,,,,,0.0,,1.0,,84.0,1.3
R211-717234001-1269,새우류_북쪽분홍새우_육_생것_강릉_9월,R,원재료성 식품,100.0,100,0.9,18.5,0.9,0.9,,,,,0.0,,,,338.0,0.6
R211-717254601-0000,새우류_새우_껍질_생것_대표_평균,R,원재료성 식품,100.0,323,6.1,44.0,11.9,,,,,,,,,,5.0,0.1
R211-717254093-0000,새우류_새우_육_말린것을 볶은것_대표_평균,R,원재료성 식품,100.0,380,28.5,23.4,13.4,,,,981.0,,2.1,46.0,0.0,,1567.0,41.0
R211-717254071-0000,새우류_새우_육_젓갈_대표_평균,R,원재료성 식품,100.0,44,1.2,8.09,0.32,0.0,0.13,0.02,8003.0,,0.0,28.0,0.0,0.0,441.0,0.52
R211-717254055-0000,"새우류_새우_육_튀긴것(튀김옷, 수분많은 반죽)_대표_평균",R,원재료성 식품,100.0,263,28.84,6.43,13.53,0.99,2.24,,392.0,,1.5,,,,78.0,0.45
R211-717274001-0337,새우류_젓새우_육_생것_목포_평균,R,원재료성 식품,100.0,62,2.6,9.6,1.2,2.6,,,,,0.0,3.0,2.0,,695.0,6.7
R211-717274071-0000,새우류_젓새우_육_젓갈_대표_평균,R,원재료성 식품,100.0,55,0.7,10.4,0.9,0.7,,,,,0.0,,0.0,,871.0,6.2
R211-717274060-0000,새우류_젓새우_육_조린것_대표_평균,R,원재료성 식품,100.0,255,35.1,19.1,1.8,,0.3,,2700.0,,,171.0,0.0,0.0,490.0,7.1
R211-717273971-0000,새우류_젓새우_전체_젓갈(육젓)_대표_평균,R,원재료성 식품,100.0,70,1.15,12.38,1.35,,0.27,0.0,6338.0,66.59,,27.0,,,631.0,0.97
R211-717273971-0000,새우류_젓새우_전체_젓갈(추젓)_대표_평균,R,원재료성 식품,100.0,60,1.76,10.42,0.91,,0.2,0.0,6274.0,29.77,,1.0,,,498.0,4.2
R211-717294001-0000,새우류_줄새우_육_생것_대표_평균,R,원재료성 식품,100.0,91,1.15,17.83,1.18,,,,,,,,,,,
R211-717293901-0000,새우류_줄새우_전체_생것_대표_평균,R,원재료성 식품,100.0,92,1.92,15.15,2.19,,,,,,,,,,,
R211-717314036-0000,새우류_중하_육_데쳐서 말린것_대표_평균,R,원재료성 식품,100.0,300,2.9,54.4,6.2,2.9,,,,,0.0,,0.0,,2767.0,12.1
R211-717314001-1208,새우류_중하_육_생것_부산_평균,R,원재료성 식품,100.0,94,0.1,20.1,0.9,0.1,,,,,0.0,,1.0,,77.0,2.6
R211-717314071-0000,새우류_중하_육_젓갈_대표_평균,R,원재료성 식품,100.0,98,0.3,15.8,2.6,,,,,,,,,,688.0,24.0
R211-717314012-0000,새우류_중하_육_조미하여 말린것_대표_평균,R,원재료성 식품,100.0,331,46.7,28.5,2.0,46.7,,,,,0.0,,0.0,,1078.0,6.5
R211-717314028-0000,새우류_중하_육_통조림_대표_평균,R,원재료성 식품,100.0,105,0.6,21.5,0.7,,,,540.0,,,0.0,0.0,,56.0,3.0
R211-717313902-0000,새우류_중하_전체_말린것_대표_평균,R,원재료성 식품,100.0,273,3.82,49.38,5.21,,1.06,0.01,2380.0,138.04,,47.0,,,1998.0,11.93
R211-717354001-1201,새우류_징거미새우_육_생것_부산_6월,R,원재료성 식품,100.0,90,0.0,18.3,1.4,0.0,,,,,0.0,,1.0,,115.0,1.8
R211-717394001-5730,새우류_홍다리얼룩새우_육_생것_수입_3월,R,원재료성 식품,100.0,89,0.0,19.4,0.76,,0.14,0.0,113.0,80.51,,2.0,,,24.0,0.05
R211-717417401-0000,"새우류_흰다리새우_양식,육_생것_대표_평균",R,원재료성 식품,100.0,101,0.38,21.85,0.73,,0.22,0.0,139.0,96.95,,4.0,,,48.0,0.61
R211-717417401-6975,"새우류_흰다리새우_양식,육_생것_수입_평균",R,원재료성 식품,100.0,97,0.09,21.29,0.72,,0.18,0.0,119.0,137.11,,2.0,,,26.0,0.25
R211-717414001-0000,새우류_흰다리새우_육_생것_대표_평균,R,원재료성 식품,100.0,109,0.0,21.17,0.89,,0.25,0.01,122.0,,0.0,,0.0,0.0,49.0,0.89
R211-717414001-0399,새우류_흰다리새우_육_생것_인천_10월,R,원재료성 식품,100.0,105,1.7,21.2,0.9,,,,,,,,,,49.0,0.9
R211-493014002-0000,새조개_육_말린것_대표_평균,R,원재료성 식품,100.0,325,5.2,61.1,1.5,,,,,,,0.0,0.0,,207.0,11.2
R211-493014001-0887,새조개_육_생것_남해_4월,R,원재료성 식품,100.0,59,0.0,10.66,1.54,,,,,,,,,,,
R211-493014001-0757,새조개_육_생것_여수_4월,R,원재료성 식품,100.0,68,2.91,8.91,2.04,,,,,,,,,,,
R211-493014001-0900,새조개_육_생것_진주_4월,R,원재료성 식품,100.0,114,1.3,21.5,1.9,1.3,,,,,0.0,,2.0,,32.0,3.7
R211-493014012-0000,새조개_육_조미하여 말린것_대표_평균,R,원재료성 식품,100.0,333,7.9,57.9,4.1,,,,,,,,,,287.0,83.1
R211-493013901-0887,새조개_전체_생것_남해_4월,R,원재료성 식품,100.0,63,0.16,9.77,2.24,,,,,,,,,,,
R211-493013901-0757,새조개_전체_생것_여수_4월,R,원재료성 식품,100.0,67,3.01,9.94,1.36,,,,,,,,,,,
R211-177014001-0759,서대류_각시서대_육_생것_여수_6월,R,원재료성 식품,100.0,95,0.22,18.4,1.8,0.22,,,,,0.0,,0.0,,50.0,1.11
R211-177054001-0759,서대류_개서대_육_생것_여수_6월,R,원재료성 식품,100.0,85,0.0,19.25,0.4,0.0,0.15,,,,0.0,,,,34.0,0.82
R211-177074001-1198,서대류_궁제기서대_육_생것_부산_3월,R,원재료성 식품,100.0,91,0.1,18.9,1.2,0.1,,,,,0.0,,1.0,,92.0,1.2
R211-177094001-1200,서대류_참서대_육_생것_부산_5월,R,원재료성 식품,100.0,84,0.5,18.6,0.4,0.5,0.13,,,,0.0,3.0,1.0,,19.0,1.02
R211-177094011-5930,서대류_참서대_육_소금에 절여 말린것_수입_8월,R,원재료성 식품,100.0,107,0.6,22.5,1.0,,,,,,,,,,480.0,2.0
R112-837015102-0000,석묵_석묵_줄기_말린것_대표_평균,R,원재료성 식품,100.0,148,63.9,9.6,0.2,9.1,,,,,54.8,,0.0,,215.0,7.6
R211-923014001-0003,성게류_말똥성게_육_생것_대표_3월,R,원재료성 식품,100.0,72,0.26,11.33,2.46,,0.38,0.01,,284.95,,94.0,,,,
R211-923014001-1198,성게류_말똥성게_육_생것_부산_3월,R,원재료성 식품,100.0,75,2.41,12.46,1.29,,,,,,,,,,,
R211-923014001-1211,성게류_말똥성게_육_생것_포항_3월,R,원재료성 식품,100.0,74,3.4,10.73,1.62,,,,,,,,,,,
R211-923034301-0000,성게류_보라성게_알_생것_대표_평균,R,원재료성 식품,100.0,192,7.6,16.1,8.7,,,,,,,225.0,0.0,,70.0,2.4
R211-923034301-1204,성게류_보라성게_알_생것_부산_9월,R,원재료성 식품,100.0,181,7.6,16.1,8.7,7.6,,,,,0.0,,0.0,,70.0,2.4
R211-923034371-0000,성게류_보라성게_알_젓갈_대표_평균,R,원재료성 식품,100.0,159,7.3,18.3,4.5,,,,,,,94.0,0.0,,44.0,1.8
R211-923034001-0000,성게류_보라성게_육_생것_대표_평균,R,원재료성 식품,100.0,192,7.6,16.1,8.7,,,,,,,120.0,0.0,,70.0,2.4
R211-923034001-0909,성게류_보라성게_육_생것_통영_평균,R,원재료성 식품,100.0,115,7.17,10.73,4.29,,1.1,0.03,355.0,220.46,,65.0,,,43.0,1.92
R211-923034001-1211,성게류_보라성게_육_생것_포항_3월,R,원재료성 식품,100.0,39,0.73,5.19,1.51,,,,,,,,,,,
R211-923034071-0000,성게류_보라성게_육_젓갈_대표_평균,R,원재료성 식품,100.0,150,7.3,18.3,4.5,7.3,,,,,0.0,,0.0,,44.0,1.8
R211-923054371-0000,성게류_성게_알_젓갈_대표_평균,R,원재료성 식품,100.0,115,13.4,9.2,1.5,,,,4091.0,,,53.0,0.0,,22.0,0.7
R211-923054328-0000,성게류_성게_알_통조림_대표_평균,R,원재료성 식품,100.0,138,8.9,14.0,5.1,,,,,,,,,,136.0,5.0
R211-923054001-0000,성게류_성게_육_생것_대표_평균,R,원재료성 식품,100.0,164,2.0,15.8,8.5,,,,190.0,,,,0.0,,20.0,4.0
R211-923054001-0899,성게류_성게_육_생것_통영_3월,R,원재료성 식품,100.0,52,3.34,5.23,1.74,,,,,,,,,,,
R211-923054071-0000,성게류_성게_육_젓갈_대표_평균,R,원재료성 식품,100.0,142,4.4,21.4,2.8,,,,680.0,,,,0.0,,32.0,6.2
R211-923054028-0000,성게류_성게_육_통조림_대표_평균,R,원재료성 식품,100.0,153,8.9,14.0,5.1,,,,,,,,0.0,,136.0,5.0
R211-179014001-1208,성대류_별성대_육_생것_부산_평균,R,원재료성 식품,100.0,91,0.0,19.3,1.0,0.0,,,,,0.0,,,,92.0,2.1
R211-179034001-1199,성대류_별쭉지성대_육_생것_부산_4월,R,원재료성 식품,100.0,129,0.0,19.2,5.1,0.0,,,,,0.0,,1.0,,19.0,1.2
R211-179054001-0004,성대류_성대_육_생것_대표_4월,R,원재료성 식품,100.0,82,0.0,18.38,0.44,,0.11,,81.0,66.7,,2.0,,,13.0,0.32
R211-179054001-0008,성대류_성대_육_생것_대표_8월,R,원재료성 식품,100.0,95,5.39,14.31,1.32,,,,,,,,,,,
R211-179054001-0757,성대류_성대_육_생것_여수_4월,R,원재료성 식품,100.0,90,0.0,19.67,0.72,,,,,,,,,,,
R211-179054001-0759,성대류_성대_육_생것_여수_6월,R,원재료성 식품,100.0,94,0.2,19.9,1.0,0.2,,,,,0.0,,0.0,,22.0,0.6
R211-105054058-0000,세멸_육_볶은것_대표_평균,R,원재료성 식품,100.0,380,26.2,31.0,12.6,,,,1896.0,,0.7,66.0,0.0,,628.0,36.1
R211-495014001-0759,소라류_소라_육_생것_여수_6월,R,원재료성 식품,100.0,107,4.0,20.7,0.3,4.0,,,,,0.0,,1.0,,92.0,8.16
R211-495014001-0438,소라류_소라_육_생것_제주_10월,R,원재료성 식품,100.0,92,0.0,20.4,0.66,,,,,,,,,,,
R211-495014001-0432,소라류_소라_육_생것_제주_4월,R,원재료성 식품,100.0,103,3.54,19.83,0.58,,,,,,,,,,,
R211-495014028-0000,소라류_소라_육_통조림_대표_평균,R,원재료성 식품,100.0,137,10.9,19.6,0.1,,,,,,,,0.0,,49.0,7.6
R211-495013901-0438,소라류_소라_전체_생것_제주_10월,R,원재료성 식품,100.0,92,4.67,15.21,1.0,,,,,,,,,,,
R211-495013901-0432,소라류_소라_전체_생것_제주_4월,R,원재료성 식품,100.0,107,4.34,16.24,2.24,,,,,,,,,,,
R211-495034101-0740,소라류_참소라_내장_생것_거문도_평균,R,원재료성 식품,100.0,91,5.18,11.88,2.06,,,,,,,,,,,
R211-495034101-1201,소라류_참소라_내장_생것_부산_6월,R,원재료성 식품,100.0,93,5.97,14.39,0.85,,,,,,,,,,,
R211-495034101-0457,소라류_참소라_내장_생것_완도_3월,R,원재료성 식품,100.0,167,3.61,21.34,6.62,,,,,,,,,,,
R211-495034101-1221,소라류_참소라_내장_생것_포항_평균,R,원재료성 식품,100.0,86,3.9,12.42,1.89,,,,,,,,,,,
R211-495034001-0740,소라류_참소라_육_생것_거문도_평균,R,원재료성 식품,100.0,103,2.27,20.79,0.68,,,,,,,,,,,
R211-495034001-1201,소라류_참소라_육_생것_부산_6월,R,원재료성 식품,100.0,118,0.0,20.38,3.38,,,,,,,,,,,
R211-495034001-0457,소라류_참소라_육_생것_완도_3월,R,원재료성 식품,100.0,111,5.56,19.05,0.85,,,,,,,,,,,
R211-495034001-0899,소라류_참소라_육_생것_통영_3월,R,원재료성 식품,100.0,102,2.85,19.78,0.7,,,,,,,,,,,
R211-495034001-1211,소라류_참소라_육_생것_포항_3월,R,원재료성 식품,100.0,104,3.74,19.49,0.64,,,,,,,,,,,
R211-495034001-1221,소라류_참소라_육_생것_포항_평균,R,원재료성 식품,100.0,100,1.69,20.4,0.78,,,,,,,,,,,
R211-495033901-0740,소라류_참소라_전체_생것_거문도_평균,R,원재료성 식품,100.0,93,3.16,16.31,1.22,,,,,,,,,,,
R211-495033901-0899,소라류_참소라_전체_생것_통영_3월,R,원재료성 식품,100.0,92,2.05,17.0,1.22,,,,,,,,,,,
R211-495033901-1211,소라류_참소라_전체_생것_포항_3월,R,원재료성 식품,100.0,110,3.49,18.42,1.94,,,,,,,,,,,
R211-495033901-1221,소라류_참소라_전체_생것_포항_평균,R,원재료성 식품,100.0,93,2.55,17.19,1.04,,0.22,,239.0,133.95,,67.0,,,360.0,94.76
R101-001010101-0000,귀리_겉귀리_도정_생것,R,원재료성 식품,100.0,388,68.03,9.88,8.84,0.92,1.51,0.02,3.0,0.0,7.6,0.0,0.0,0.0,52.0,5.3
R211-105074036-0000,소멸_육_데쳐서 말린것_대표_평균,R,원재료성 식품,100.0,239,0.9,42.4,6.0,0.9,,,,,0.0,,0.0,,902.0,5.5
R211-105074002-5928,소멸_육_말린것_수입_6월,R,원재료성 식품,100.0,334,0.4,54.9,10.7,,,,,,,,,,1654.0,13.7
R211-181014050-0000,송어류_무지개송어_육_구운것_대표_평균,R,원재료성 식품,100.0,167,0.0,22.92,5.82,,1.62,,56.0,,0.0,15.0,2.0,,86.0,0.38
R211-181014001-0005,송어류_무지개송어_육_생것_대표_5월,R,원재료성 식품,100.0,174,0.0,21.51,8.89,,,,,,,,,,,
R211-181014001-0008,송어류_무지개송어_육_생것_대표_8월,R,원재료성 식품,100.0,154,0.0,19.75,7.53,,,,,,,,,,,
R211-181014001-0000,송어류_무지개송어_육_생것_대표_평균,R,원재료성 식품,100.0,166,0.31,20.6,8.28,,1.59,0.01,282.0,56.69,,30.0,,,97.0,3.4
R211-181014001-1260,송어류_무지개송어_육_생것_동해_평균,R,원재료성 식품,100.0,126,0.1,21.1,3.9,0.1,,,,,0.0,,1.0,,33.0,1.8
R211-181014008-0000,송어류_무지개송어_육_얼린것_대표_평균,R,원재료성 식품,100.0,179,0.3,20.0,8.0,,,,,,,6.0,,,22.0,
R211-181034001-0012,송어류_산천어_육_생것_대표_12월,R,원재료성 식품,100.0,209,0.0,15.92,15.08,,,,,,,,,,,
R211-181034001-0005,송어류_산천어_육_생것_대표_5월,R,원재료성 식품,100.0,161,1.64,20.9,7.02,,,,,,,,,,,
R211-181034001-0008,송어류_산천어_육_생것_대표_8월,R,원재료성 식품,100.0,130,0.36,19.77,4.76,,,,,,,,,,,
R211-181034001-1201,송어류_산천어_육_생것_부산_6월,R,원재료성 식품,100.0,117,0.1,20.3,3.3,0.1,2.07,,,,0.0,17.0,1.0,,21.0,2.0
R211-181054301-0649,송어류_송어_알_생것_진안_평균,R,원재료성 식품,100.0,199,4.55,26.75,7.2,,,,,,,,,,,
R211-181057301-5311,"송어류_송어_양식,전체_생것_수입_평균",R,원재료성 식품,100.0,166,0.0,19.0,10.0,0.0,2.0,0.0,420.0,73.0,0.0,32.0,0.0,6.9,10.0,0.3
R211-181057360-5311,"송어류_송어_양식,전체_조린것_수입_평균",R,원재료성 식품,100.0,143,0.0,17.0,8.3,0.0,2.4,0.0,375.0,87.0,0.0,27.0,0.0,5.8,12.0,0.3
R211-181057355-5311,"송어류_송어_양식,전체_튀긴것(튀김옷, 수분많은 반죽)_수입_평균",R,원재료성 식품,100.0,207,3.2,20.1,12.6,0.0,2.9,0.0,396.0,81.0,0.0,40.0,0.0,6.3,12.0,0.3
R211-181054050-0649,송어류_송어_육_구운것_진안_평균,R,원재료성 식품,100.0,170,0.0,28.35,5.33,,,,,,,,,,,
R211-181054002-0649,송어류_송어_육_말린것_진안_평균,R,원재료성 식품,100.0,461,1.81,72.52,15.69,,,,,,,,,,,
R211-181054001-1122,송어류_송어_육_생것_양양_5월,R,원재료성 식품,100.0,121,0.1,21.0,3.4,0.1,,,,,0.0,,1.0,,35.0,1.3
R211-181054001-0649,송어류_송어_육_생것_진안_평균,R,원재료성 식품,100.0,122,0.0,20.75,3.66,,0.61,,40.0,53.29,,57.0,,,9.0,0.34
R211-181054021-0000,송어류_송어_육_소금에 절여 저장한것_대표_평균,R,원재료성 식품,100.0,260,0.8,36.0,8.4,,,,,,,0.0,0.0,,9.0,14.0
R211-181054071-0000,송어류_송어_육_젓갈_대표_평균,R,원재료성 식품,100.0,156,0.0,24.8,6.3,,,,4049.0,,,,,,14.0,12.6
R211-181054049-0649,송어류_송어_육_찐것_진안_평균,R,원재료성 식품,100.0,155,0.0,25.79,4.95,,,,,,,,,,,
R211-181054028-0000,송어류_송어_육_통조림_대표_평균,R,원재료성 식품,100.0,152,0.0,18.2,8.8,,,,750.0,,,,,,27.0,30.0
R211-181053901-5311,송어류_송어_전체_생것_수입_평균,R,원재료성 식품,100.0,175,3.2,19.7,9.2,0.0,2.3,0.0,359.0,75.0,0.0,25.0,0.0,5.5,14.0,0.9
R211-181053960-5311,송어류_송어_전체_조린것_수입_평균,R,원재료성 식품,100.0,135,0.0,25.0,3.9,0.0,0.6,0.0,518.0,83.0,0.0,14.0,0.0,10.5,33.0,1.6
R211-181053954-5311,송어류_송어_전체_튀긴것_수입_평균,R,원재료성 식품,100.0,117,0.0,22.4,3.1,0.0,0.6,0.0,414.0,59.0,0.0,11.0,0.0,8.5,24.0,1.2
R211-497014001-0758,수랑_육_생것_여수_5월,R,원재료성 식품,100.0,86,2.9,15.9,0.7,2.9,,,,,0.0,,2.0,,57.0,1.8
R112-839015101-1044,순채_순채_줄기_생것_창원_5월,R,원재료성 식품,100.0,25,8.4,2.5,0.7,7.1,,,,,1.3,,97.0,,171.0,6.9
R211-183017401-0000,"숭어류_가숭어_양식,육_생것_대표_평균",R,원재료성 식품,100.0,171,0.0,22.52,8.08,,2.0,0.03,,,,,,,,
